True Id,Cluster ID,Id,init_name,last_name,first_name,affiliation,city,country
116,116,247,ATCHADE P S,ATCHADE,PASCAL S,,,
117,117,250,HAAR E,HAAR,ELODIE,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
117,117,2379,HAAR E,HAAR,ELODIE,Hop Univ Strasbourg  Lab Parasitol & Mycol Med  Plateau Tech Microbiol,Strasbourg,France
117,117,2378,HAAR E,HAAR,ELODIE,,,
118,118,251,PERROTEY S,PERROTEY,SYLVIE,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
118,118,1851,PERROTEY S,PERROTEY,SYLVIE,Univ Strasbourg  Inst Parasitol & Pathol Trop IPPTS Fed Med Transl,Strasbourg,France
118,118,2384,PERROTEY S,PERROTEY,SYLVIE,Univ Strasbourg  Inst Parasitol & Pathol Trop  EA 7292  Federat Med Translat,Strasbourg,France
118,118,2383,PERROTEY S,PERROTEY,SYLVIE,,,
119,119,252,FILISETTI D,FILISETTI,DENIS,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
119,119,2381,FILISETTI D,FILISETTI,DENIS,Univ Strasbourg  Inst Parasitol & Pathol Trop  EA 7292  Federat Med Translat,Strasbourg,France
119,119,2382,FILISETTI D,FILISETTI,DENIS,Hop Univ Strasbourg  Lab Parasitol & Mycol Med  Plateau Tech Microbiol,Strasbourg,France
119,119,2380,FILISETTI D,FILISETTI,DENIS,,,
120,120,253,ABOUBACAR A,ABOUBACAR,AHMED,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
120,120,2369,ABOUBACAR A,ABOUBACAR,AHMED,,,
121,121,254,PFAFF A W,PFAFF,ALEXANDER W,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
121,121,2371,PFAFF A W,PFAFF,ALEXANDER W,Univ Strasbourg  Inst Parasitol & Pathol Trop  EA 7292  Federat Med Translat,Strasbourg,France
121,121,2372,PFAFF A W,PFAFF,ALEXANDER W,Hop Univ Strasbourg  Lab Parasitol & Mycol Med  Plateau Tech Microbiol,Strasbourg,France
121,121,2370,PFAFF A W,PFAFF,ALEXANDER W,,,
122,122,255,BRUNET J,BRUNET,JULIE,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
122,122,2374,BRUNET J,BRUNET,JULIE,Univ Strasbourg  Inst Parasitol & Pathol Trop  EA 7292  Federat Med Translat,Strasbourg,France
122,122,2375,BRUNET J,BRUNET,JULIE,Hop Univ Strasbourg  Lab Parasitol & Mycol Med  Plateau Tech Microbiol,Strasbourg,France
122,122,2373,BRUNET J,BRUNET,JULIE,,,
123,123,259,AKPOVI C D,AKPOVI,CASIMIR D,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
123,123,258,AKPOVI C D,AKPOVI,CASIMIR D,,,
124,124,261,ANANI L,ANANI,LUDOVIC,Minist Sante  Agence Natl Transfus Sanguine,Cotonou,Benin
124,124,2385,ANANI L,ANANI,LUDOVIC,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
124,124,2386,ANANI L,ANANI,LUDOVIC,Agence Natl Transfus Sanguine  Minist Sante,Cotonou,Benin
124,124,260,ANANI L,ANANI,LUDOVIC,,,
124,124,3035,ANANI L Y,ANANI,L Y,FSS Cotonou  UFR Hematol,Cotonou,Benin
125,125,263,BIGOT A,BIGOT,ANDRE,Minist Sante  Agence Natl Transfus Sanguine,Cotonou,Benin
125,125,2387,BIGOT A,BIGOT,ANDRE,Agence Natl Transfus Sanguine  Minist Sante,Cotonou,Benin
125,125,3037,BIGOT A,BIGOT,A,FSS Cotonou  UFR Immunol,Cotonou,Benin
125,125,262,BIGOT A,BIGOT,ANDRE,,,
125,125,3036,BIGOT A,BIGOT,A,,,
126,126,265,SANNI A,SANNI,AMBALIOU,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
126,126,4926,SANNI A,SANNI,AMBALIOU,Univ Abomey Calavi  Fac Sci & Tech  Lab Biochim & Biol Mol,Cotonou,Benin
126,126,264,SANNI A,SANNI,AMBALIOU,,,
126,126,1890,SANNI A,SANNI,A,,,
127,127,266,CANDOLFI E,CANDOLFI,ERMANNO,Univ Strasbourg  Inst Parasitol & Pathol Tropicale,F-67000 Strasbourg,France
127,127,1854,CANDOLFI E,CANDOLFI,ERMANNO,Univ Strasbourg  Inst Parasitol & Pathol Trop IPPTS Fed Med Transl,Strasbourg,France
127,127,2389,CANDOLFI E,CANDOLFI,ERMANNO,Univ Strasbourg  Inst Parasitol & Pathol Trop  EA 7292  Federat Med Translat,Strasbourg,France
127,127,2390,CANDOLFI E,CANDOLFI,ERMANNO,Hop Univ Strasbourg  Lab Parasitol & Mycol Med  Plateau Tech Microbiol,Strasbourg,France
127,127,2388,CANDOLFI E,CANDOLFI,ERMANNO,,,
128,128,267,ABDULLA S,ABDULLA,SALIM,Ifakara Hlth Inst,Dar Es Salaam,Tanzania
128,128,1935,ABDULLA S,ABDULLA,SALIM,Ifakara Hlth Inst IHI,Dodoma,Tanzania
128,128,4799,ABDULLA S,ABDULLA,SALIM,Ifakara Hlth Inst,Dodoma,Tanzania
128,128,1817,ABDULLA S,ABDULLA,S,Ifakara Hlth Res & Dev Ctr,Dar Es Salaam,Tanzania
128,128,4681,ABDULLA S,ABDULLA,S,Ifakara Hlth Inst,Dar Es Salaam,Tanzania
128,128,5500,ABDULLA S,ABDULLA,S,Ifakara Hlth Inst,Dodoma,Tanzania
128,128,950,ABDULLA S,ABDULLA,SALIM,,,
128,128,1816,ABDULLA S,ABDULLA,S,,,
129,129,269,ADAM I,ADAM,ISHAG,Univ Khartoum  Fac Med,Khartoum,Sudan
129,129,4645,ADAM I,ADAM,I,Univ Khartoum  Fac Med,Khartoum,Sudan
129,129,268,ADAM I,ADAM,ISHAG,,,
129,129,4644,ADAM I,ADAM,I,,,
130,130,271,ADJEI G O,ADJEI,GEORGE O,Univ Ghana  Sch Med  Ctr Trop Clin Pharmacol & Therapeut,Accra,Ghana
130,130,4537,ADJEI G O,ADJEI,G O,Univ Ghana  Sch Med  Ctr Trop Clin Pharmacol & Therapeut,Accra,Ghana
130,130,270,ADJEI G O,ADJEI,GEORGE O,,,
130,130,4536,ADJEI G O,ADJEI,G O,,,
131,131,273,ADJUIK M A,ADJUIK,MARTIN A,INDEPTH Network Secretariat,Accra,Ghana
131,131,272,ADJUIK M A,ADJUIK,MARTIN A,,,
132,132,275,ALEMAYEHU B,ALEMAYEHU,BEREKET,Int Ctr AIDS Care & Treatment Programs,Addis Ababa,Ethiopia
132,132,274,ALEMAYEHU B,ALEMAYEHU,BEREKET,,,
132,132,955,ALEMAYEHU B H,ALEMAYEHU,BEREKET H,Columbia Univ  Mailman Sch Publ Hlth  ICAP,New York,NY USA
132,132,4509,ALEMAYEHU B H,ALEMAYEHU,B H,Int Ctr AIDS Care & Treatment Programs,Addis Ababa,Ethiopia
132,132,954,ALEMAYEHU B H,ALEMAYEHU,BEREKET H,,,
132,132,4508,ALEMAYEHU B H,ALEMAYEHU,B H,,,
133,133,277,ALLAN R,ALLAN,RICHARD,MENTOR Initiat,Crawley,England
133,133,276,ALLAN R,ALLAN,RICHARD,,,
134,134,279,ARINAITWE E,ARINAITWE,EMMANUEL,Infect Dis Res Collaborat,Kampala,Uganda
134,134,278,ARINAITWE E,ARINAITWE,EMMANUEL,,,
135,135,960,ASHLEY E A,ASHLEY,ELIZABETH A,Mahidol Univ  Fac Trop Med  Mahidol Oxford Trop Med Res Unit  Shoklo Malaria Res Unit,Mae Sot,Thailand
135,135,961,ASHLEY E A,ASHLEY,ELIZABETH A,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
135,135,4690,ASHLEY E A,ASHLEY,E A,Mahidol Univ  Fac Trop Med  Mahidol Oxford Trop Med Res Unit  Shoklo Malaria Res Unit,Mae Sot,Thailand
135,135,4691,ASHLEY E A,ASHLEY,E A,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
135,135,281,ASHLEY E A,ASHLEY,ELIZABETH A,Epictr,Paris,France
135,135,280,ASHLEY E A,ASHLEY,ELIZABETH A,,,
135,135,4689,ASHLEY E A,ASHLEY,E A,,,
136,136,283,BA M S,BA,MAMADOU S,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
136,136,4239,BA M S,BA,MAMADOU S,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol,Dakar,Senegal
136,136,4619,BA M S,BA,M S,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol & Mycol,Dakar,Senegal
136,136,282,BA M S,BA,MAMADOU S,,,
136,136,4618,BA M S,BA,M S,,,
137,137,286,BARENNES H,BARENNES,HUBERT,French Foreign Affairs,Biarritz,France
137,137,285,BARENNES H,BARENNES,HUBERT,Ctr Muraz,Bobo Dioulasso,Burkina Faso
137,137,4240,BARENNES H,BARENNES,HUBERT,Ctr Muraz  Unite Epidemiol Intervent,Bobo Dioulasso,Burkina Faso
137,137,284,BARENNES H,BARENNES,HUBERT,,,
138,138,288,BARNES K I,BARNES,KAREN I,WorldWide Antimalarial Resistance Network WWARN,Cape Town,South Africa
138,138,289,BARNES K I,BARNES,KAREN I,Univ Cape Town  Dept Med  Div Clin Pharmacol,ZA-7925 Cape Town,South Africa
138,138,4241,BARNES K I,BARNES,KAREN I,WWARN  Pharmacol Module,Cape Town,South Africa
138,138,4637,BARNES K I,BARNES,K I,WWARN  Pharmacol Module,Cape Town,South Africa
138,138,4638,BARNES K I,BARNES,K I,Univ Cape Town  Dept Med  Div Clin Pharmacol,ZA-7925 Cape Town,South Africa
138,138,967,BARNES K I,BARNES,KAREN I,WWARN,Oxford,England
138,138,287,BARNES K I,BARNES,KAREN I,,,
138,138,4636,BARNES K I,BARNES,K I,,,
139,139,292,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
139,139,907,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin  Inst Invest Biomed August Pi I Sunyer,E-08036 Barcelona,Spain
139,139,968,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona  Hosp Clin  Ctr Recerca Salut Int Barcelona CRESIB  ISGlobal,Barcelona,Spain
139,139,1811,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona,Barcelona,Spain
139,139,4242,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona  Hosp Clin  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
139,139,5311,BASSAT Q,BASSAT,QUIQUE,Barcelona Ctr Int Hlth Res CRESIB,Barcelona,Spain
139,139,5643,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin  Inst Invest Biomed August Pi I Sunyer IDIBAPS,Barcelona,Spain
139,139,4581,BASSAT Q,BASSAT,Q,Ctr Recerca Salut Int Barcelona,Barcelona,Spain
139,139,291,BASSAT Q,BASSAT,QUIQUE,Ctr Invest Saude Manhica,Manhica,Mozambique
139,139,908,BASSAT Q,BASSAT,QUIQUE,CISM,Manhica,Mozambique
139,139,5644,BASSAT Q,BASSAT,QUIQUE,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
139,139,1819,BASSAT Q,BASSAT,Q,Manhica Hlth Res Ctr,Maputo,Mozambique
139,139,4580,BASSAT Q,BASSAT,Q,Ctr Invest Saude Manhica,Manhica,Mozambique
139,139,290,BASSAT Q,BASSAT,QUIQUE,,,
139,139,1818,BASSAT Q,BASSAT,Q,,,
140,140,969,BAUDIN E,BAUDIN,ELISABETH,Epictr,Paris,France
140,140,4513,BAUDIN E,BAUDIN,E,Epictr,Paris,France
140,140,294,BAUDIN E,BAUDIN,ELISABETH,MENTOR Initiat,Crawley,England
140,140,293,BAUDIN E,BAUDIN,ELISABETH,,,
140,140,4512,BAUDIN E,BAUDIN,E,,,
141,141,297,BJORKMAN A,BJOERKMAN,ANDERS,Karolinska Inst  Dept Microbiol Tumour & Cell Biol,Stockholm,Sweden
141,141,296,BJORKMAN A,BJOERKMAN,ANDERS,,,
141,399,4244,BJOORKMAN A,BJORKMAN,ANDERS,Karolinska Inst  Dept Microbiol Tumor & Cell Biol,Stockholm,Sweden
141,399,4243,BJOORKMAN A,BJORKMAN,ANDERS,,,
141,399,5648,BJORKMAN A,BJORKMAN,ANDERS,Karolinska Inst  Zanzibar Malaria Res Unit,Zanzibar,Tanzania
141,399,971,BJORKMAN A,BJORKMAN,ANDERS,Karolinska Inst  Dept Microbiol Tumor & Cell Biol,Stockholm,Sweden
141,399,5647,BJORKMAN A,BJORKMAN,ANDERS,Karolinska Univ Hosp,Stockholm,Sweden
141,399,4653,BJORKMAN A,BJORKMAN,A,Karolinska Univ Hosp  Karolinska Inst  Dept Med  Infect Dis Unit,Stockholm,Sweden
141,399,970,BJORKMAN A,BJORKMAN,ANDERS,,,
141,399,4652,BJORKMAN A,BJORKMAN,A,,,
142,142,299,BOMPART F,BOMPART,FRANCOIS,Sanofi Aventis  Direct Acces Med Access Med,Gentilly,France
142,142,972,BOMPART F,BOMPART,FRANCOIS,Sanofi,Paris,France
142,142,4245,BOMPART F,BOMPART,FRANCOIS,Direct AccEs Med Access Med,Gentilly,France
142,142,298,BOMPART F,BOMPART,FRANCOIS,,,
143,143,303,BORRMANN S,BORRMANN,STEFFEN,Wellcome Trust Res Programme  Kenya Med Res Inst,Kilifi,Kenya
143,143,5633,BORRMANN S,BORRMANN,STEFFEN,Kenya Govt Med Res Ctr,Kilifi,Kenya
143,143,4534,BORRMANN S,BORRMANN,S,Kenya Govt Med Res Ctr,Kilifi,Kenya
143,143,4535,BORRMANN S,BORRMANN,S,Wellcome Trust Res Programme,Kilifi,Kenya
143,143,304,BORRMANN S,BORRMANN,STEFFEN,Univ Tubingen  Inst Trop Med,Tubingen,Germany
143,143,305,BORRMANN S,BORRMANN,STEFFEN,German Ctr Infect Res,Tubingen,Germany
143,143,5634,BORRMANN S,BORRMANN,STEFFEN,Heidelberg Univ,Heidelberg,Germany
143,143,4533,BORRMANN S,BORRMANN,S,Univ Tubingen  Inst Trop Med,Tubingen,Germany
143,143,302,BORRMANN S,BORRMANN,STEFFEN,,,
143,143,4532,BORRMANN S,BORRMANN,S,,,
144,144,308,BOUSEMA T,BOUSEMA,TEUN,Radboud Univ Nijmegen  Med Ctr  Dept Med Microbiol,Njimegen,Netherlands
144,144,976,BOUSEMA T,BOUSEMA,TEUN,Radboud Univ Nijmegen  Med Ctr  Dept Med Microbiol,NL-6525 ED Nijmegen,Netherlands
144,144,4592,BOUSEMA T,BOUSEMA,T,Radboud Univ Nijmegen  Med Ctr  Dept Med Microbiol,Njimegen,Netherlands
144,144,307,BOUSEMA T,BOUSEMA,TEUN,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Infect & Immun,London WC1,England
144,144,975,BOUSEMA T,BOUSEMA,TEUN,London Sch Hyg & Trop Med  Dept Infect & Immunity,London WC1,England
144,144,4593,BOUSEMA T,BOUSEMA,T,London Sch Hyg & Trop Med  Immunol & Infect Dept,London WC1,England
144,144,306,BOUSEMA T,BOUSEMA,TEUN,,,
144,144,4591,BOUSEMA T,BOUSEMA,T,,,
145,145,310,BRASSEUR P,BRASSEUR,PHILIPPE,IRD,Dakar,Senegal
145,145,309,BRASSEUR P,BRASSEUR,PHILIPPE,,,
146,146,312,BUKIRWA H,BUKIRWA,HASIFA,Uganda Malaria Surveillance Project,Kampala,Uganda
146,146,311,BUKIRWA H,BUKIRWA,HASIFA,,,
147,147,314,CHECCHI F,CHECCHI,FRANCESCO,Epictr,Paris,France
147,147,313,CHECCHI F,CHECCHI,FRANCESCO,,,
148,148,316,DAHAL P,DAHAL,PRABIN,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
148,148,317,DAHAL P,DAHAL,PRABIN,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
148,148,983,DAHAL P,DAHAL,PRABIN,WWARN,Oxford,England
148,148,315,DAHAL P,DAHAL,PRABIN,,,
149,149,318,DALESSANDRO U,DALESSANDRO,UMBERTO,,,
149,149,2896,DALESSANDRO U,DALESSANDRO,U,,,
150,150,5327,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Ctr Global Hlth,Kisumu,Kenya
150,150,320,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
150,150,4250,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria,Atlanta,GA USA
150,150,5326,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Ctr Global Hlth,Atlanta,GA USA
150,150,319,DESAI M,DESAI,MEGHNA,,,
151,151,322,DICKO A,DICKO,ALASSANE,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
151,151,323,DICKO A,DICKO,ALASSANE,Univ Bamako  Fac Med Pharm & Dent  Dept Publ Hlth,Bamako,Mali
151,151,4827,DICKO A,DICKO,ALASSANE,Univ Bamako  Fac Med Pharm & Dent  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
151,151,321,DICKO A,DICKO,ALASSANE,,,
152,152,987,DJIMDE A,DJIMDE,ABDOULAYE,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
152,152,4193,DJIMDE A,DJIMDE,A,Univ Bamako  Fac Med Pharm & Odontostomatol,Bamako,Mali
152,152,986,DJIMDE A,DJIMDE,ABDOULAYE,,,
152,152,4192,DJIMDE A,DJIMDE,A,,,
152,152,325,DJIMDE A A,DJIMDE,ABDOULAYE A,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
152,152,2979,DJIMDE A A,DJIMDE,ABDOULAYE A,Univ Bamako  Malaria Res & Training Ctr  Dept Epidemiol Parasit Dis  Fac Med Pharm & Odontostomatol,Bamako,Mali
152,152,4253,DJIMDE A A,DJIMDE,ABDOULAYE A,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
152,152,4573,DJIMDE A A,DJIMDE,A A,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
152,152,324,DJIMDE A A,DJIMDE,ABDOULAYE A,,,
152,152,4572,DJIMDE A A,DJIMDE,A A,,,
153,153,991,DORSEY G,DORSEY,GRANT,Univ Calif San Francisco  Dept Med,San Francisco,CA USA
153,153,327,DORSEY G,DORSEY,GRANT,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
153,153,326,DORSEY G,DORSEY,GRANT,,,
154,154,329,DOUMBO O K,DOUMBO,OGOBARA K,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
154,154,992,DOUMBO O K,DOUMBO,OGOBARA K,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
154,154,4575,DOUMBO O K,DOUMBO,O K,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
154,154,328,DOUMBO O K,DOUMBO,OGOBARA K,,,
154,154,4574,DOUMBO O K,DOUMBO,O K,,,
155,155,331,DRAKELEY C J,DRAKELEY,CHRIS J,German Ctr Infect Res,Tubingen,Germany
155,155,993,DRAKELEY C J,DRAKELEY,CHRIS J,LSHTM  Dept Infect & Immunity,London,England
155,155,2310,DRAKELEY C J,DRAKELEY,CHRIS J,London Sch Hyg & Trop Med  Fac Infect & Trop Dis,London WC1,England
155,155,330,DRAKELEY C J,DRAKELEY,CHRIS J,,,
156,156,333,DUPARC S,DUPARC,STEPHAN,Med Malaria Venture,Geneva,Switzerland
156,156,2017,DUPARC S,DUPARC,STEPHAN,MMV,CH-1215 Meyrin,Switzerland
156,156,4667,DUPARC S,DUPARC,S,Med Malaria Venture,Geneva,Switzerland
156,156,332,DUPARC S,DUPARC,STEPHAN,,,
156,156,4666,DUPARC S,DUPARC,S,,,
157,157,335,ESHETU T,ESHETU,TEFERI,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
157,157,336,ESHETU T,ESHETU,TEFERI,Jimma Univ  Dept Med Lab Sci & Pathol,Jimma,Ethiopia
157,157,334,ESHETU T,ESHETU,TEFERI,,,
158,158,338,ESPIE E,ESPIE,EMMANUELLE,Epictr,Paris,France
158,158,4515,ESPIE E,ESPIE,E,Epictr,Paris,France
158,158,337,ESPIE E,ESPIE,EMMANUELLE,,,
158,158,4514,ESPIE E,ESPIE,E,,,
158,158,4255,ESPIEE E,ESPIE,EMMANUELLE,Inst Pasteur,Dakar,Senegal
158,158,4254,ESPIEE E,ESPIE,EMMANUELLE,,,
159,159,995,FAIZ A,FAIZ,ABUL,Dev Care Fdn,Dhaka,Bangladesh
159,159,994,FAIZ A,FAIZ,ABUL,,,
159,159,341,FAIZ A M,FAIZ,ABUL M,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
159,159,4702,FAIZ A M,FAIZ,A M,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
159,159,340,FAIZ A M,FAIZ,ABUL M,,,
159,159,4701,FAIZ A M,FAIZ,A M,,,
160,160,343,FALADE C O,FALADE,CATHERINE O,Univ Ibadan  Coll Med  Dept Pharmacol & Therapeut,Ibadan,Nigeria
160,160,4609,FALADE C O,FALADE,C O,Univ Ibadan  Coll Med,Ibadan,Nigeria
160,160,342,FALADE C O,FALADE,CATHERINE O,,,
160,160,4608,FALADE C O,FALADE,C O,,,
161,161,997,FANELLO C,FANELLO,CATERINA,Mahidol Oxford Trop Med Res Unit MORU,Bangkok,Thailand
161,161,996,FANELLO C,FANELLO,CATERINA,,,
161,161,345,FANELLO C I,FANELLO,CATERINA I,Mahidol Univ  Fac Trop Med  Mahidol Oxford Res Unit,Bangkok,Thailand
161,161,4257,FANELLO C I,FANELLO,CATERINA I,Mahidol Univ  Fac Trop Med  Mahidol Oxford Trop Med Res Unit MORU,Bangkok 10700,Thailand
161,161,4256,FANELLO C I,FANELLO,CATERINA I,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
161,161,344,FANELLO C I,FANELLO,CATERINA I,,,
162,162,347,FAYE B,FAYE,BABACAR,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
162,162,998,FAYE B,FAYE,BABACAR,Univ Cheikh Anta Diop  Dept Med Parasitol  Fac Med,Dakar,Senegal
162,162,4258,FAYE B,FAYE,BABACAR,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol,Dakar,Senegal
162,162,4621,FAYE B,FAYE,B,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol & Mycol,Dakar,Senegal
162,162,346,FAYE B,FAYE,BABACAR,,,
162,162,4620,FAYE B,FAYE,B,,,
163,163,349,FAYE O,FAYE,OUMAR,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
163,163,4622,FAYE O,FAYE,O,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol & Mycol,Dakar,Senegal
163,163,348,FAYE O,FAYE,OUMAR,,,
163,163,3210,FAYE O,FAYE,O,,,
164,164,351,FILLER S,FILLER,SCOTT,Global Fund Fight AIDS TB & Malaria,Geneva,Switzerland
164,164,4669,FILLER S,FILLER,S,Global Fund Fight AIDS TB & Malaria,Geneva,Switzerland
164,164,350,FILLER S,FILLER,SCOTT,,,
164,164,4668,FILLER S,FILLER,S,,,
165,165,353,FLEGG J A,FLEGG,JENNIFER A,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
165,165,4259,FLEGG J A,FLEGG,JENNIFER A,WWARN,Oxford,England
165,165,354,FLEGG J A,FLEGG,JENNIFER A,Monash Univ  Sch Math Sci  Melbourne,Vic 3004,Australia
165,165,355,FLEGG J A,FLEGG,JENNIFER A,Monash Univ  Monash Acad Cross & Interdisciplinary Math Applic  Melbourne,Vic 3004,Australia
165,165,352,FLEGG J A,FLEGG,JENNIFER A,,,
166,166,357,FOFANA B,FOFANA,BAKARY,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
166,166,999,FOFANA B,FOFANA,BAKARY,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
166,166,4577,FOFANA B,FOFANA,B,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
166,166,356,FOFANA B,FOFANA,BAKARY,,,
166,166,4576,FOFANA B,FOFANA,B,,,
167,167,359,FOGG C,FOGG,CAROLE,Univ Portsmouth  Portsmouth Hosp NHS Trust  Portsmouth,Hants,England
167,167,1000,FOGG C,FOGG,CAROLE,Univ Portsmouth  Portsmouth,Hants,England
167,167,358,FOGG C,FOGG,CAROLE,,,
168,168,362,GADALLA N B,GADALLA,NAHLA B,Natl Res Ctr  Res Inst Trop Med  Dept Epidemiol,Khartoum,Sudan
168,168,4647,GADALLA N B,GADALLA,N B,Natl Res Ctr  Res Inst Trop Med  Dept Epidemiol,Khartoum,Sudan
168,168,363,GADALLA N B,GADALLA,NAHLA B,NIAID,Rockville,MD USA
168,168,4649,GADALLA N B,GADALLA,N B,NIAID,Rockville,MD USA
168,168,361,GADALLA N B,GADALLA,NAHLA B,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Infect & Immun,London WC1,England
168,168,4648,GADALLA N B,GADALLA,N B,London Sch Hyg & Trop Med  Immunol & Infect Dept,London WC1,England
168,168,360,GADALLA N B,GADALLA,NAHLA B,,,
168,168,4646,GADALLA N B,GADALLA,N B,,,
169,169,4354,GAYE A,GAYE,ALIOUNE,Ctr Sante Roi Baudoin Guediawaye,Dakar,Senegal
169,169,4353,GAYE A,GAYE,ALIOUNE,,,
170,170,365,GAYE O,GAYE,OUMAR,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
170,170,1003,GAYE O,GAYE,OUMAR,Univ Cheikh Anta Diop  Fac Med  Dept Med Parasitol,Dakar,Senegal
170,170,4624,GAYE O,GAYE,O,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol & Mycol,Dakar,Senegal
170,170,364,GAYE O,GAYE,OUMAR,,,
170,170,4623,GAYE O,GAYE,O,,,
171,171,367,GENTON B,GENTON,BLAISE,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
171,171,368,GENTON B,GENTON,BLAISE,Univ Lausanne Hosp  Div Infect Dis,Lausanne,Switzerland
171,171,369,GENTON B,GENTON,BLAISE,Univ Lausanne Hosp  Dept Ambulatory Care & Community Med,Lausanne,Switzerland
171,171,1004,GENTON B,GENTON,BLAISE,Univ Hosp  Div Infect Dis,Lausanne,Switzerland
171,171,1005,GENTON B,GENTON,BLAISE,Univ Hosp  Dept Ambulatory Care & Community Med,Lausanne,Switzerland
171,171,4671,GENTON B,GENTON,B,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
