Cluster ID,confidence_score,Id,init_name,full_name,affiliation,city,country,canonical_city,canonical_country,canonical_affiliation,canonical_init_name,canonical_full_name,canonical_Id 
276,0.99584670066833492,1127,CHABI J,CHABI JOSEPH,CREC,Cotonou,Benin,cotonou,benin,crec,chabi j,chabi joseph,1128
276,0.99536114931106567,1128,CHABI J,CHABI JOSEPH,IRD  UR016,Cotonou,Benin,cotonou,benin,crec,chabi j,chabi joseph,1128
277,0.994922,1129,CHABI N,CHABI NICODEME,,,,cotonou,benin,univ abomey calavi lab biochim & biol mol,chabi n,chabi nicodeme,1129
277,0.994922,1130,CHABI N,CHABI NICODEME,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin,cotonou,benin,univ abomey calavi lab biochim & biol mol,chabi n,chabi nicodeme,1129
278,0.994922,1131,CHABI N W,CHABI NICODEME W,,,,cotonou,benin,univ abomey calavi lab biochim & biol mol,chabi n w,chabi nicodeme w,1131
278,0.994922,1132,CHABI N W,CHABI NICODEME W,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin,cotonou,benin,univ abomey calavi lab biochim & biol mol,chabi n w,chabi nicodeme w,1131
1497,,1133,CHABIWOROU N,CHABIWOROU N,,,,,,,,,
279,0.994922,1134,CHADEE D D,CHADEE DAVE D,,,,st augustine,trinid & tobago,univ w indies dept life sci,chadee d d,chadee dave d,1134
279,0.994922,1135,CHADEE D D,CHADEE DAVE D,Univ W Indies  Dept Life Sci,St Augustine,Trinid & Tobago,st augustine,trinid & tobago,univ w indies dept life sci,chadee d d,chadee dave d,1134
280,0.994922,1136,CHADHA V K,CHADHA VINEET K,,,,karnataka,india,natl tb inst bangalore,chadha v k,chadha vineet k,1136
280,0.994922,1137,CHADHA V K,CHADHA VINEET K,Natl TB Inst  Bangalore,Karnataka,India,karnataka,india,natl tb inst bangalore,chadha v k,chadha vineet k,1136
281,0.994922,1138,CHAFFA E,CHAFFA EVELYNE,,,,cotonou,benin,minist sante direct natl sante publ pnlp,chaffa e,chaffa evelyne,1138
281,0.994922,1139,CHAFFA E,CHAFFA EVELYNE,Minist Sante  Direct Natl Sante Publ  PNLP,Cotonou,Benin,cotonou,benin,minist sante direct natl sante publ pnlp,chaffa e,chaffa evelyne,1138
282,0.99470096826553345,1140,CHANDRE F,CHANDRE FABRICE,,,,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99416349530220027,1141,CHANDRE F,CHANDRE FABRICE,IRD  CNRS 5290  IRD 224  MIVEGEC UM1 UM2,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99386386036872865,1142,CHANDRE F,CHANDRE FABRICE,CNRS  UM1 5290  UM2 224  IRD MIVEGEC,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99279740691184992,1143,CHANDRE F,CHANDRE FABRICE,CREC  Inst Rech Dev  Unite Rech,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.9932655394077301,1144,CHANDRE F,CHANDRE F,,,,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99417533159255977,1145,CHANDRE F,CHANDRE FABRICE,Ctr Collaborateur OMS  Lab Lutte Insectes Nuisibles LIN  IRD,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99416334271430973,1146,CHANDRE F,CHANDRE FABRICE,IRD  UM1 UM2 CNRS 5290 IRD 224  MiVEGEC,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99583610534667966,1147,CHANDRE F,CHANDRE FABRICE,IRD,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.9948704195022583,1148,CHANDRE F,CHANDRE FABRICE,LIN Inst Rech Dev,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99420350074768071,1149,CHANDRE F,CHANDRE FABRICE,UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99213141083717349,1150,CHANDRE F,CHANDRE FABRICE,Ctr Rech Entomol Cotonou  Inst Rech Dev,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99393227815628049,1151,CHANDRE F,CHANDRE FABRICE,IRD  MIVEGEC IRD CNRS 5290 UM1 UM2 224,F-34394 Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99231970548629755,1152,CHANDRE F,CHANDRE FABRICE,Ctr Rech Entomol Cotonou,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99563371658325195,1153,CHANDRE F,CHANDRE FABRICE,IRD  UR016,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99204951763153071,1154,CHANDRE F,CHANDRE F,Caracterisat & Controle Populat Vecteurs  IRD  UR016,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99347788333892817,1155,CHANDRE F,CHANDRE FABRICE,Lab Lutte Insectes Nuisibles LIN IRD,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99535250186920166,1156,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99518903970718386,1157,CHANDRE F,CHANDRE FABRICE,UM1 UM2 CNRS5290 IRD 224  Inst Rech Dev Malad Infect & Vecteurs Ecol Genet,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99274155735969538,1158,CHANDRE F,CHANDRE F,Inst Rech Dev  Lab Lutte Insectes Nusible,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99395882129669189,1159,CHANDRE F,CHANDRE FABRICE,IRD  Caracterisat & Controle Populat Vecteurs UR016,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99390458106994628,1160,CHANDRE F,CHANDRE FABRICE,UM1 UM2 CNRS 5290 IRD 224  IRD,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99357263326644896,1161,CHANDRE F,CHANDRE FABRICE,CNRS  UM1 UM2 5290  IRD 224  Inst Rech Dev Malad Infect & Vecteurs,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99370654821395876,1162,CHANDRE F,CHANDRE FABRICE,Lab Lutte Insectes Nuisibles,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99431442856788632,1163,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  Lab Lutte Contre Insectes Nuisibles,F-34394 Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99434599399566648,1164,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99503216028213504,1165,CHANDRE F,CHANDRE FABRICE,MIVEGEC IRD 224 CNRS 5290 UM1 UM2  Lab Lutte Insectes Nuisibles LIN,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.994878431558609,1166,CHANDRE F,CHANDRE FABRICE,LIN  IRD  UR016,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99439969539642337,1167,CHANDRE F,CHANDRE FABRICE,UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev  UMR MIVEGEC,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99075100183486942,1168,CHANDRE F,CHANDRE F,CREC  IRD  Unite Rech 016,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99355609178543092,1169,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  UR 016,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.9941939783096313,1170,CHANDRE F,CHANDRE FABRICE,MIVEGEC IRD 224 CNRS 5290 UM1 UM2  Inst Rech Dev,F-34394 Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99409631490707395,1171,CHANDRE F,CHANDRE FABRICE,IRD  MIVEGEC  UM1 CNRS IRD 224 UM1 5290,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99470508337020869,1172,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  MIVEGEC  IRD 224  CNRS 5290 UM1 UM2,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99442078471183781,1173,CHANDRE F,CHANDRE FABRICE,IRD  IRD 224  CNRS 5290  Unite Mixte Rech MIVEGEC UM1,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.993751448392868,1174,CHANDRE F,CHANDRE FABRICE,CREC  IRD  UR016,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99423506975173948,1175,CHANDRE F,CHANDRE FABRICE,IRD  CNRS  MIVEGEC  UMR 224 5290,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99445813655853277,1176,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  MIVEGEC Unit,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99410017848014831,1177,CHANDRE F,CHANDRE FABRICE,IRD MIVEGEC UM1 UM2 CNRS 5290 IRD 224,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99496656894683833,1178,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  Unite Mixte Rech MIVEGEC  IRD CNRS 224 5290 UM1 UM2,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99310913324356076,1179,CHANDRE F,CHANDRE F,Inst Rech Dev  Lab Lutte Insectes Nuisibles  UR016,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99420451879501348,1180,CHANDRE F,CHANDRE FABRICE,CNRS  MIVEGEC  Unite Mixte 1  Inst Rech Dev 5290,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99397830009460453,1181,CHANDRE F,CHANDRE FABRICE,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99423134803771973,1182,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  Lab Lutte Insectes Nuisibles,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99394136309623715,1183,CHANDRE F,CHANDRE FABRICE,UM1  UM2  CNRS 5290  MIVEGEC IRD UMR IRD 224,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99487665414810178,1184,CHANDRE F,CHANDRE FABRICE,Inst Rech Dev  UR016,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.9926097631454468,1185,CHANDRE F,CHANDRE FABRICE,IRD  CCPV UMR MIVEGEC  UR016,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99538835763931277,1186,CHANDRE F,CHANDRE FABRICE,CREC,Cotonou,Benin,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99421205043792726,1187,CHANDRE F,CHANDRE FABRICE,IRD  UR016  MIVEGEC UMR224,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99204441428184509,1188,CHANDRE F,CHANDRE F,IRD  Lab Lutte Insectes Nuisibles,F-34394 Montpellier 5,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.99393688321113582,1189,CHANDRE F,CHANDRE FABRICE,Univ Montpellier I  IRD 224  CNRS 5290  MIVEGEC,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
282,0.9940224039554596,1190,CHANDRE F,CHANDRE FABRICE,Univ Montpellier 2,Montpellier,France,montpellier,france,ird,chandre f,chandre fabrice,1140
1498,,1191,CHANG J C,CHANG JUNGCHEN,,,,,,,,,
283,0.994922,1192,CHAPMAN S,CHAPMAN STEVEN,,,,washington,dc 20036 usa,populat serv int,chapman s,chapman steven,1192
283,0.994922,1193,CHAPMAN S,CHAPMAN STEVEN,Populat Serv Int,Washington,DC 20036 USA,washington,dc 20036 usa,populat serv int,chapman s,chapman steven,1192
284,0.994922,1194,CHARLWOOD J,CHARLWOOD JACQUES,,,,dk-2920 charlottenlund,denmark,dbl inst hlth res & dev,charlwood j,charlwood jacques,1194
284,0.994922,1195,CHARLWOOD J,CHARLWOOD JACQUES,DBL Inst Hlth Res & Dev,DK-2920 Charlottenlund,Denmark,dk-2920 charlottenlund,denmark,dbl inst hlth res & dev,charlwood j,charlwood jacques,1194
1499,,1196,CHAUTY A,CHAUTY A,,,,,,,,,
285,0.994922,1197,CHAVASSE D,CHAVASSE DESMOND,Populat Serv Int  Malaria & Child Survival Dept,Nairobi,Kenya,nairobi,kenya,populat serv int malaria & child survival dept,chavasse d,chavasse desmond,1197
285,0.994922,1198,CHAVASSE D,CHAVASSE DESMOND,,,,nairobi,kenya,populat serv int malaria & child survival dept,chavasse d,chavasse desmond,1197
286,0.994922,1199,CHECCHI F,CHECCHI FRANCESCO,,,,paris,france,epictr,checchi f,checchi francesco,1199
286,0.994922,1200,CHECCHI F,CHECCHI FRANCESCO,Epictr,Paris,France,paris,france,epictr,checchi f,checchi francesco,1199
287,0.994922,1201,CHEGE P,CHEGE PATRICK,,,,nairobi 00200,kenya,esri eastern africa,chege p,chege patrick,1201
287,0.994922,1202,CHEGE P,CHEGE PATRICK,Esri Eastern Africa,Nairobi 00200,Kenya,nairobi 00200,kenya,esri eastern africa,chege p,chege patrick,1201
1500,,1203,CHEN D,CHEN DONALD,NYU  Sch Med,New York,NY USA,,,,,,
1501,,1204,CHEN J H,CHEN JUNHU,,,,,,,,,
1502,,1205,CHEN M,CHEN MIN,,,,,,,,,
288,0.99462650219599402,1206,CHENE A,CHENE ARNAUD,INSERM  UMR 1134,Paris,France,paris,france,univ paris diderot sorbonne paris cite umr s1134,chene a,chene arnaud,1206
288,0.99548355738321936,1207,CHENE A,CHENE ARNAUD,Univ Paris Diderot  Sorbonne Paris Cite  UMR S1134,Paris,France,paris,france,univ paris diderot sorbonne paris cite umr s1134,chene a,chene arnaud,1206
288,0.99375907580057776,1208,CHENE A,CHENE ARNAUD,Inst Natl Transfus Sanguine,F-75015 Paris,France,paris,france,univ paris diderot sorbonne paris cite umr s1134,chene a,chene arnaud,1206
288,0.99359053373336792,1209,CHENE A,CHENE ARNAUD,Lab Excellence GR Ex,Paris,France,paris,france,univ paris diderot sorbonne paris cite umr s1134,chene a,chene arnaud,1206
1503,,1210,CHENOU F,CHENOU FRANCINE,CERPAGE,Cotonou,Benin,,,,,,
289,0.994922,1211,CHEVALIER V,CHEVALIER VERONIQUE,,,,f-34398 montpellier,france,cirad ur agirs campus int baillarguet,chevalier v,chevalier veronique,1211
289,0.994922,1212,CHEVALIER V,CHEVALIER VERONIQUE,CIRAD UR AGIRs Campus Int Baillarguet,F-34398 Montpellier,France,f-34398 montpellier,france,cirad ur agirs campus int baillarguet,chevalier v,chevalier veronique,1211
290,0.99492180347442627,1213,CHEVILLON C,CHEVILLON CHRISTINE,,,,montpellier,france,ird ur malad infect & vecteurs ecol genet evol & cont,chevillon c,chevillon christine,1213
290,0.99415826797485352,1214,CHEVILLON C,CHEVILLON CHRISTINE,IRD  UR Malad Infect & Vecteurs Ecol Genet Evol & Cont,Montpellier,France,montpellier,france,ird ur malad infect & vecteurs ecol genet evol & cont,chevillon c,chevillon christine,1213
290,0.99415826797485352,1215,CHEVILLON C,CHEVILLON CHRISTINE,Univ Montpellier  CNRS  UMR MIVEGEC 5290,F-34059 Montpellier,France,montpellier,france,ird ur malad infect & vecteurs ecol genet evol & cont,chevillon c,chevillon christine,1213
1504,,1216,CHIANG P P C,CHIANG PEGGY PEICHIA,,,,,,,,,
291,0.9861,1217,CHIPPAUX J P,CHIPPAUX JEANPHILIPPE,,,,,,,chippaux j p,chippaux jeanphilippe,1217
291,0.9861,1218,CHIPPAUX J P,CHIPPAUX JEANPHILLIPE,,,,,,,chippaux j p,chippaux jeanphilippe,1217
292,0.99435724530901226,1219,CHOUDAT I,CHOUDAT ISABELLE,,,,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99575991289956234,1220,CHOUDAT I,CHOUDAT ISABELLE,Univ Paris  Fac Sci Pharmaceut  IRD  UMR 216,F-75252 Paris,France,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99422304119382587,1221,CHOUDAT I,CHOUDAT ISABELLE,Inst Rech Dev  UMR216,Paris,France,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99580246210098267,1222,CHOUDAT I,CHOUDAT ISABELLE,Univ Paris 05  Fac Pharm,Paris,France,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99520673070635113,1223,CHOUDAT I,CHOUDAT ISABELLE,IRD  UMR216,Paris,France,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99540250641959049,1224,CHOUDAT I,CHOUDAT ISABELLE,Univ Paris 05  Fac Pharm,F-75270 Paris 06,France,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99551850557327271,1225,CHOUDAT I,CHOUDAT I,IRD,Paris,France,paris,france,ird,choudat i,choudat isabelle,1220
292,0.99474974189485821,1226,CHOUDAT I,CHOUDAT I,Univ Paris 05  Fac Pharm,Paris,France,paris,france,ird,choudat i,choudat isabelle,1220
293,0.99492180347442627,1227,CHRISTIAN R N,CHRISTIAN RIANN N,,,,johannesburg,south africa,univ witwatersrand fac hlth sci sch pathol wits res inst malaria,christian r n,christian riann n,1227
293,0.99439504742622375,1228,CHRISTIAN R N,CHRISTIAN RIANN N,Univ Witwatersrand  Fac Hlth Sci  Sch Pathol  Wits Res Inst Malaria,Johannesburg,South Africa,johannesburg,south africa,univ witwatersrand fac hlth sci sch pathol wits res inst malaria,christian r n,christian riann n,1227
293,0.99439504742622375,1229,CHRISTIAN R N,CHRISTIAN RIANN N,Natl Hlth Lab Serv  Natl Inst Communicable Dis  Vector Control Reference Lab,Johannesburg,South Africa,johannesburg,south africa,univ witwatersrand fac hlth sci sch pathol wits res inst malaria,christian r n,christian riann n,1227
1505,,1230,CHUANG T W,CHUANG TINGWU,,,,,,,,,
1506,,1231,CISSE G,CISSE G,,,,,,,,,
1507,,1232,CISSE M B,CISSE MOUSSA B,CREC,Cotonou,Benin,,,,,,
294,0.994922,1233,CISTERO P,CISTERO PAU,,,,catalonia,spain,barcelona ctr int hlth res barcelona,cistero p,cistero pau,1233
294,0.994922,1234,CISTERO P,CISTERO PAU,Barcelona Ctr Int Hlth Res  Barcelona,Catalonia,Spain,catalonia,spain,barcelona ctr int hlth res barcelona,cistero p,cistero pau,1233
295,0.994922,1235,CLAIN J,CLAIN JEROME,Univ Paris 05  Fac Sci Pharmaceut & Biol  IRD  UMR216,F-75006 Paris,France,f-75006 paris,france,univ paris 05 fac sci pharmaceut & biol ird umr216,clain j,clain jerome,1235
295,0.994922,1236,CLAIN J,CLAIN JEROME,,,,f-75006 paris,france,univ paris 05 fac sci pharmaceut & biol ird umr216,clain j,clain jerome,1235
1508,,1237,CLARE S,CLARE STRODE,Univ Liverpool  Liverpool Sch Trop Med  Liverpool L3 5QA,Merseyside,England,,,,,,
296,0.994922,1238,CLARK M A,CLARK MARTHA A,,,,chapel hill,nc usa,univ n carolina dept microbiol & immunol,clark m a,clark martha a,1238
296,0.994922,1239,CLARK M A,CLARK MARTHA A,Univ N Carolina  Dept Microbiol & Immunol,Chapel Hill,NC USA,chapel hill,nc usa,univ n carolina dept microbiol & immunol,clark m a,clark martha a,1238
1509,,1240,CLARKSON C S,CLARKSON CHRISTOPHER S,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England,,,,,,
1510,,1241,CLAVIER N,CLAVIER N,,,,,,,,,
1511,,1242,CLEMENT M C,CLEMENT MARIECAROLINE,,,,,,,,,
297,0.99492180347442627,1243,COETZEE M,COETZEE MAUREEN,,,,johannesburg,south africa,univ witwatersrand fac hlth sci sch pathol wits res inst malaria,coetzee m,coetzee maureen,1243
297,0.99439504742622375,1244,COETZEE M,COETZEE MAUREEN,Univ Witwatersrand  Fac Hlth Sci  Sch Pathol  Wits Res Inst Malaria,Johannesburg,South Africa,johannesburg,south africa,univ witwatersrand fac hlth sci sch pathol wits res inst malaria,coetzee m,coetzee maureen,1243
297,0.99439504742622375,1245,COETZEE M,COETZEE MAUREEN,Natl Hlth Lab Serv  Natl Inst Communicable Dis  Vector Control Reference Lab,Johannesburg,South Africa,johannesburg,south africa,univ witwatersrand fac hlth sci sch pathol wits res inst malaria,coetzee m,coetzee maureen,1243
1512,,1246,COGGESHALL M S,COGGESHALL MEGAN S,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA,,,,,,
298,0.99438278164182392,1247,COHUET A,COHUET ANNA,CNRS  UM1 5290  UM2 224  IRD MIVEGEC,Montpellier,France,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.99492551599230084,1248,COHUET A,COHUET ANNA,UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev,Montpellier,France,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.9939478465488979,1249,COHUET A,COHUET ANNA,Inst Rech Sci Sante,Bobo Dioulasso 01,Burkina Faso,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.99573800393513268,1250,COHUET A,COHUET ANNA,UM1 UM2 CNRS5290 IRD 224  Inst Rech Dev Malad Infect & Vecteurs Ecol Genet,Montpellier,France,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.9938669460160392,1251,COHUET A,COHUET ANNA,Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.99492180347442627,1252,COHUET A,COHUET ANNA,,,,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.99504677738462177,1253,COHUET A,COHUET ANNA,UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev  UMR MIVEGEC,F-34394 Montpellier 5,France,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
298,0.99393226419176373,1254,COHUET A,COHUET ANNA,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France,montpellier,france,um1 um2 cnrs5290 ird 224 inst rech dev malad infect & vecteurs ecol genet,cohuet a,cohuet anna,1250
299,0.994922,1255,COKER B,COKER BABAJIDE,,,,abuja,nigeria,natl malaria control programme cent dist area,coker b,coker babajide,1255
299,0.994922,1256,COKER B,COKER BABAJIDE,Natl Malaria Control Programme  Cent Dist Area,Abuja,Nigeria,abuja,nigeria,natl malaria control programme cent dist area,coker b,coker babajide,1255
1513,,1257,COLE S T,COLE ST,,,,,,,,,
300,0.994922,1258,COLOMAR M,COLOMAR MERCEDES,,,,montevideo,uruguay,unicem,colomar m,colomar mercedes,1258
300,0.994922,1259,COLOMAR M,COLOMAR MERCEDES,UNICEM,Montevideo,Uruguay,montevideo,uruguay,unicem,colomar m,colomar mercedes,1258
301,0.99325466156005859,1260,CONSTANT E,CONSTANT EDI,Univ Liverpool Liverpool Sch Trop Med  Vector Biol Dept  Liverpool,Merseyside,England,merseyside,england,univ liverpool liverpool sch trop med dept vector biol liverpool l3 5qa,constant e,constant edi,1260
301,0.99069297313690186,1261,CONSTANT E,CONSTANT EDI,Ctr Suisse Rech Sci Cote Ivoire,Abidjan,Cote Ivoire,merseyside,england,univ liverpool liverpool sch trop med dept vector biol liverpool l3 5qa,constant e,constant edi,1260
301,0.99262571334838867,1262,CONSTANT E A V,CONSTANT EDI A V,,,,merseyside,england,univ liverpool liverpool sch trop med dept vector biol liverpool l3 5qa,constant e,constant edi,1260
301,0.99293208122253418,1263,CONSTANT E A V,CONSTANT EDI A V,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England,merseyside,england,univ liverpool liverpool sch trop med dept vector biol liverpool l3 5qa,constant e,constant edi,1260
302,0.987519770860672,1264,CONWAY D J,CONWAY DAVID J,London Sch Hyg & Trop Med  Fac Infect & Trop Dis,London WC1,England,london wc1,england,london sch hyg & trop med fac infect & trop dis,conway d j,conway david j,1264
302,0.987519770860672,1265,CONWAY D J,CONWAY DAVID J,Med Res Council Labs UK,Fajara,Gambia,london wc1,england,london sch hyg & trop med fac infect & trop dis,conway d j,conway david j,1264
302,0.98305016756057739,1266,CONWAY D J,CONWAY DJ,,,,london wc1,england,london sch hyg & trop med fac infect & trop dis,conway d j,conway david j,1264
303,0.994922,1267,COOPER C,COOPER CYRUS,,,,hants,england,univ southampton mrc lifecourse epidemiol unit southampton,cooper c,cooper cyrus,1267
303,0.994922,1268,COOPER C,COOPER CYRUS,Univ Southampton  MRC Lifecourse Epidemiol Unit  Southampton,Hants,England,hants,england,univ southampton mrc lifecourse epidemiol unit southampton,cooper c,cooper cyrus,1267
304,0.994922,1269,COOPER L T,COOPER LESLIE TRUMBULL,,,,rochester,mn usa,mayo clin,cooper l t,cooper leslie trumbull,1269
304,0.994922,1270,COOPER L T,COOPER LESLIE TRUMBULL,Mayo Clin,Rochester,MN USA,rochester,mn usa,mayo clin,cooper l t,cooper leslie trumbull,1269
305,0.99397702018419898,1271,COOSEMANS M,COOSEMANS M,,,,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
305,0.99454389015833533,1272,COOSEMANS M,COOSEMANS MARC,,,,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
305,0.99497310320536292,1273,COOSEMANS M,COOSEMANS MARC,Inst Trop Med Prince Leopold,B-2000 Antwerp,Belgium,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
305,0.9947277307510376,1274,COOSEMANS M,COOSEMANS MARC,Inst Trop Med  Dept Parasitol,B-2000 Antwerp,Belgium,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
305,0.99457704027493798,1275,COOSEMANS M,COOSEMANS MARC,Univ Antwerp  Dept Biomed Sci  Fac Pharmaceut Vet & Biomed Sci,B-2610 Antwerp,Belgium,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
305,0.99318124850591027,1276,COOSEMANS M,COOSEMANS M,Prince Leopold Inst Trop Med,Antwerp,Belgium,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
305,0.99522850910822547,1277,COOSEMANS M,COOSEMANS MARC,Inst Trop Med Prince Leopold  Dept Parasitol,B-2000 Antwerp,Belgium,b-2000 antwerp,belgium,inst trop med prince leopold dept parasitol,coosemans m,coosemans marc,1271
306,0.99479642831362214,1278,CORBEL V,CORBEL VINCENT,,,,cotonou,benin,ird,corbel v,corbel vincent,1300
306,0.99302854904761684,1279,CORBEL V,CORBEL VINCENT,IRD  CNRS 5290  IRD 224  MIVEGEC UM1 UM2,Montpellier,France,cotonou,benin,ird,corbel v,corbel vincent,1300
306,0.99219039495174699,1280,CORBEL V,CORBEL VINCENT,Kasetsart Univ  Dept Entomol,Bangkok,Thailand,cotonou,benin,ird,corbel v,corbel vincent,1300
