True Id,init_name,last_name,first_name,full_name,norm_name,place,affiliation,country
128,HOUNGBE F,HOUNGBE,F,HOUNGBE F,HOUNGBE FABIEN,COTONOU,CTR NATL HOSP & UNIV HUBERT KOUTOUKOU MAGA SERV MED INTERNE,BENIN
128,HOUNGBE F,HOUNGBE,FABIEN,HOUNGBE FABIEN,HOUNGBE FABIEN,COTONOU,CTR NATL HOSP & UNIV HUBERT KOUTOUKOU MAGA SERV MED INTERNE,BENIN
129,DENOEUDNDAM L,DENOEUDNDAM,L,DENOEUDNDAM L,DENOEUDNDAM LISE,,,
129,DENOEUDNDAM L,DENOEUDNDAM,LISE,DENOEUDNDAM LISE,DENOEUDNDAM LISE,,,
130,COPPIETERS Y,COPPIETERS,YVES,COPPIETERS YVES,COPPIETERS YVES,BRUSSELS,UNIV LIBRE BRUXELLES ECOLE SANTE PUBL DEPT EPIDEMIOL & PROMOT SANTE,BELGIUM
131,FOURCADE C,FOURCADE,C,FOURCADE C,FOURCADE CAMILLE,PARIS,UNIV PARIS 05 FAC PHARM,FRANCE
131,FOURCADE C,FOURCADE,CAMILLE,FOURCADE CAMILLE,FOURCADE CAMILLE,PARIS,UNIV PARIS 05 FAC PHARM,FRANCE
132,WANDELER G,WANDELER,GILLES,WANDELER GILLES,WANDELER GILLES,BERN,UNIV BERN,SWITZERLAND
133,AFANGNIHOUN A,AFANGNIHOUN,A,AFANGNIHOUN A,AFANGNIHOUN ALDRIC,COTONOU,HOP ZONE SURU LERE CTR TRAITEMENT AMBULATOIRE,BENIN
133,AFANGNIHOUN A,AFANGNIHOUN,ALDRIC,AFANGNIHOUN ALDRIC,AFANGNIHOUN ALDRIC,COTONOU,HOP ZONE SURU LERE CTR TRAITEMENT AMBULATOIRE,BENIN
134,RICHARD J,RICHARD,JONATHAN,RICHARD JONATHAN,RICHARD JONATHAN,QUEBEC,CRCHUM MONTREAL,CANADA
135,DOSSOUGBETE L,DOSSOUGBETE,L,DOSSOUGBETE L,DOSSOUGBETE LUCIEN,PORTO NOVO,CLIN LOUIS PASTEUR,BENIN
135,DOSSOUGBETE L,DOSSOUGBETE,LUCIEN,DOSSOUGBETE LUCIEN,DOSSOUGBETE LUCIEN,PORTO NOVO,CLIN LOUIS PASTEUR,BENIN
136,VEILLETTE M,VEILLETTE,MAXIME,VEILLETTE MAXIME,VEILLETTE MAXIME,QUEBEC,CRCHUM MONTREAL,CANADA
137,GUEDOU F,GUEDOU,F,GUEDOU F,GUEDOU FERNAND A,COTONOU,DISPENSAIRE IST,BENIN
137,GUEDOU F,GUEDOU,FERNAND,GUEDOU FERNAND,GUEDOU FERNAND A,COTONOU,DISPENSAIRE IST,BENIN
137,GUEDOU F A,GUEDOU,FERNAND A,GUEDOU FERNAND A,GUEDOU FERNAND A,COTONOU,DISPENSAIRE IST,BENIN
138,COT M,COT,M,COT M,COT MICHEL,PARIS,INST RECH DEV UMR 216 MERE & ENFANT FACE INFECT TROP,FRANCE
138,COT M,COT,MICHEL,COT MICHEL,COT MICHEL,PARIS,INST RECH DEV UMR 216 MERE & ENFANT FACE INFECT TROP,FRANCE
139,POUDRIER J,POUDRIER,JOHANNE,POUDRIER JOHANNE,POUDRIER JOHANNE,QUEBEC,CRCHUM MONTREAL,CANADA
139,POUDRIER J,POUDRIER,J,POUDRIER J,POUDRIER JOHANNE,QUEBEC,CRCHUM MONTREAL,CANADA
140,FINZI A,FINZI,ANDRES,FINZI ANDRES,FINZI ANDRES,QUEBEC,UNIV MONTREAL DEPT MICROBIOL INFECTIOL & IMMUNOL MONTREAL,CANADA
141,EBOUA F T,EBOUA,FRANCOIS T,EBOUA FRANCOIS T,EBOUA FRANCOIS T,ABIDJAN,CHU YOPOUGON,COTE IVOIRE
142,CENTER R J,CENTER,ROBERT J,CENTER ROBERT J,CENTER ROBERT J,MELBOURNE,UNIV MELBOURNE DEPT MICROBIOL & IMMUNOL PARKVILLE,AUSTRALIA
143,MALATESTE K,MALATESTE,KAREN,MALATESTE KAREN,MALATESTE KAREN,BORDEAUX,UNIV BORDEAUX SEGALEN INST SANTE PUBL EPIDEMIOL & DEV INSERM U897,FRANCE
144,FURCO A,FURCO,A,FURCO A,FURCO A,LONDON,UCL,ENGLAND
145,VAN DE PERRE P,VAN DE PERRE,PHILIPPE,VAN DE PERRE PHILIPPE,VAN DE PERRE PHILIPPE,MONTPELLIER,UNIV MONTPELLIER I INSERM U1058,FRANCE
146,NGBECHE S,NGBECHE,SYLVIE,NGBECHE SYLVIE,NGBECHE SYLVIE,ABIDJAN,CTR PEDIAT PRISE CHARGE RECH & FORMAT CEPREF,COTE IVOIRE
147,SY H S,SY,HABY SIGNATE,SY HABY SIGNATE,SY HABY SIGNATE,DAKAR,HOP ENFANTS ALBERT ROYER,SENEGAL
148,MAIGA M Y,MAIGA,MOUSSA Y,MAIGA MOUSSA Y,MAIGA MOUSSA Y,BAMAKO,HOP GABRIEL TOURE SERV HEPATOGASTROENTEROL,MALI
150,TRAORE I,TRAORE,ISIDORE,TRAORE ISIDORE,TRAORE ISIDORE,OUAGADOUGOU,UNIV OUAGADOUGOU CTR RECH INT SANTE,BURKINA FASO
151,BAGOMIS F O,BAGOMIS,FRANCK OLIVIER,BAGOMIS FRANCK OLIVIER,BAGOMIS FRANCK OLIVIER,,,
151,BAGOMIS F O,BAGOMIS,F O,BAGOMIS F O,BAGOMIS FRANCK OLIVIER,,,
152,AKINOCHO E,AKINOCHO,EVELYNE,AKINOCHO EVELYNE,AKINOCHO EVELYNE,COTONOU,PROGRAMME NATL LUTTE SIDA & LES IST,BENIN
152,AKINOCHO E,AKINOCHO,E,AKINOCHO E,AKINOCHO EVELYNE,COTONOU,PROGRAMME NATL LUTTE SIDA & LES IST,BENIN
152,EVELYNE A,EVELYNE,A,EVELYNE A,AKINOCHO EVELYNE,COTONOU,PROGRAMME NATL LUTTE IST SIDA BENIN,BENIN
153,BRIAND V,BRIAND,VALERIE,BRIAND VALERIE,BRIAND VALERIE,PARIS,FAC PHARM IRD UMR 216,FRANCE
154,NAGOT N,NAGOT,NICOLAS,NAGOT NICOLAS,NAGOT NICOLAS,MONTPELLIER,UNIV MONTPELLIER I INSERM U1058,FRANCE
155,AGOSSOU V K,AGOSSOU,VIDEHOUENOU K,AGOSSOU VIDEHOUENOU K,AGOSSOU VIDEHOUENOU K,COTONOU,CTR NATL HOSP UNIV HUBERT KOUTOUKOU MAGA CLIN UNIV GYNECOL OBSTET,BENIN
156,MARQUIS B,MARQUIS,BENOIT,MARQUIS BENOIT,MARQUIS BENOIT,BORDEAUX,INST SANTE PUBL & DEV ISPED INSERM U897,FRANCE
157,AZON D,AZON,D,AZON D,AZON D,COTONOU,NATL PROGRAM FIGHT AIDS,BENIN
158,KOMONGUI D G,KOMONGUI,DIDIER G,KOMONGUI DIDIER G,KOMONGUI DIDIER G,COTONOU,HOP MERE & ENFANT LAGUNE SERV GYNECOL OBSTET,BENIN
159,FOURCADE L,FOURCADE,LYVIA,FOURCADE LYVIA,FOURCADE LYVIA,QUEBEC,CRCHUM LAB IMMUNOGENET MONTREAL,CANADA
160,ALLOU G,ALLOU,GERARD,ALLOU GERARD,ALLOU GERARD,ABIDJAN,CHU TREICHVILLE PROGRAMME PAC CI,COTE IVOIRE
160,ALLOU G,ALLOU,G,ALLOU G,ALLOU GERARD,ABIDJAN,CHU TREICHVILLE PROGRAMME PAC CI,COTE IVOIRE
161,PRIULI G,PRIULI,GIANBATTISTA,PRIULI GIANBATTISTA,PRIULI GIANBATTISTA,TANGUIETA,ST JEAN DE DIEU HOSP,BENIN
162,PARSONS M S,PARSONS,MATTHEW S,PARSONS MATTHEW S,PARSONS MATTHEW S,QUEBEC,MCGILL UNIV RES INST CTR HLTH MONTREAL,CANADA
163,LACOMBE K,LACOMBE,KARINE,LACOMBE KARINE,LACOMBE KARINE,PARIS,UNIV PARIS 06 FAC MED ST ANTOINE,FRANCE
164,BITERA R,BITERA,R,BITERA R,BITERA RAPHAEL,QUEBEC,UNIV LAVAL DEPT MED SOCIALE & PREVENT QUEBEC CITY,CANADA
164,BITERA R,BITERA,RAPHAEL,BITERA RAPHAEL,BITERA RAPHAEL,QUEBEC,UNIV LAVAL DEPT MED SOCIALE & PREVENT QUEBEC CITY,CANADA
165,KPATCHAVI A,KPATCHAVI,A,KPATCHAVI A,KPATCHAVI ADOLPHE,COTONOU,UNIV ABOMEY CALAVI DEPT SOCIOL,BENIN
165,KPATCHAVI A,KPATCHAVI,ADOLPHE,KPATCHAVI ADOLPHE,KPATCHAVI ADOLPHE,COTONOU,UNIV ABOMEY CALAVI DEPT SOCIOL,BENIN
166,ROULEAU D,ROULEAU,DANIELLE,ROULEAU DANIELLE,ROULEAU DANIELLE,QUEBEC,CTR HOSP UNIV MONTREAL DEPT MICROBIOL MONTREAL,CANADA
167,MICHEL A,MICHEL,A,MICHEL A,MICHEL A,QUEBEC,UNIV LAVAL URESP CHA QUEBEC CITY,CANADA
168,GOUGOUNON A,GOUGOUNON,ALICE,GOUGOUNON ALICE,GOUGOUNON ALICE,COTONOU,CTR NATL HOSP & UNIV HUBERT KOUTOUKOU MAGA SERV MED INTERNE,BENIN
168,GOUGOUNON A,GOUGOUNON,A,GOUGOUNON A,GOUGOUNON ALICE,COTONOU,CTR NATL HOSP & UNIV HUBERT KOUTOUKOU MAGA SERV MED INTERNE,BENIN
169,RENE K,RENE,K,RENE K,RENE K,COTONOU,PROGRAMME NATL LUTTE IST SIDA BENIN,BENIN
170,AKONDE A,AKONDE,ALAIN,AKONDE ALAIN,AKONDE ALAIN,COTONOU,CTR NATL HOSP & UNIV HUBERT KOUTOUKOU MAGA SERV MED INTERNE,BENIN
171,VIGANO P,VIGANO,PAOLO,VIGANO PAOLO,VIGANO PAOLO,MILAN,HOSP LEGNANO DEPT INFECT DIS,ITALY
173,CLEMENT A,CLEMENT,A,CLEMENT A,AHOUSSINOU CLEMENT,COTONOU,PROGRAMME NATL LUTTE IST SIDA BENIN,BENIN
173,AHOUSSINOU C,AHOUSSINOU,CLEMENT,AHOUSSINOU CLEMENT,AHOUSSINOU CLEMENT,COTONOU,PROGRAMME NATL LUTTE SIDA & IST,BENIN
173,AHOUSSINOU C,AHOUSSINOU,C,AHOUSSINOU C,AHOUSSINOU CLEMENT,COTONOU,PROGRAMME NATL LUTTE SIDA & IST,BENIN
174,KENT S J,KENT,STEPHEN J,KENT STEPHEN J,KENT STEPHEN J,MELBOURNE,UNIV MELBOURNE DEPT MICROBIOL & IMMUNOL PARKVILLE,AUSTRALIA
175,KAMAYE I M,KAMAYE,I M,KAMAYE I M,KAMAYE I M,NIAMEY,PROGRAMME NATL LUTTE IST SIDA NIGER,NIGER
176,FASSINOU P,FASSINOU,PATRICIA,FASSINOU PATRICIA,FASSINOU PATRICIA,ABIDJAN,UNIV YOPOUGON CTR HOSP,COTE IVOIRE
177,HASSANE D,HASSANE,D,HASSANE D,HASSANE D,NIAMEY,PROGRAMME NATL LUTTE IST SIDA NIGER,NIGER
178,BELAID L,BELAID,LOUBNA,BELAID LOUBNA,BELAID LOUBNA,ANTWERP,INST TROP MED WOMAN & CHILD HLTH RES CTR 155 NATIONALSTR,BELGIUM
179,THIEBAUT R,THIEBAUT,RODOLPHE,THIEBAUT RODOLPHE,THIEBAUT RODOLPHE,BORDEAUX,UNIV BORDEAUX 2 ISPED INSERM EPIDEMIOL & BIOSTAT U897,FRANCE
180,BWANA M B,BWANA,MWEBESA BOSCO,BWANA MWEBESA BOSCO,BWANA MWEBESA BOSCO,MBARARA,MBARARA UNIV SCI & TECHNOL,UGANDA
181,NASH D,NASH,DENIS,NASH DENIS,NASH DENIS,NEW YORK,CUNY,USA
182,MOORE R D,MOORE,RICHARD D,MOORE RICHARD D,MOORE RICHARD D,BALTIMORE,JOHNS HOPKINS UNIV,USA
183,WOOD R,WOOD,ROBIN,WOOD ROBIN,WOOD ROBIN,CAPE TOWN,UNIV CAPE TOWN,SOUTH AFRICA
184,COTTON M,COTTON,MARK,COTTON MARK,COTTON MARK,CAPE TOWN,TYGERBERG CHILDRENS HOSP,SOUTH AFRICA
185,WACHINOU A P,WACHINOU,ABLO PRUDENCE,WACHINOU ABLO PRUDENCE,WACHINOU ABLO PRUDENCE,COTONOU,PROGRAMME NATL LUTTE TB,BENIN
185,WACHINOU A P,WACHINOU,A P,WACHINOU A P,WACHINOU ABLO PRUDENCE,COTONOU,PROGRAMME NATL LUTTE TB,BENIN
186,ALTHOFF K N,ALTHOFF,KERI N,ALTHOFF KERI N,ALTHOFF KERI N,BALTIMORE,JOHNS HOPKINS UNIV,USA
187,LIM P L,LIM,POH LIAN,LIM POH LIAN,LIM POH LIAN,SINGAPORE,TAN TOCK SENG HOSP INST INFECT DIS,SINGAPORE
188,NACHEGA J B,NACHEGA,JEAN B,NACHEGA JEAN B,NACHEGA JEAN B,BALTIMORE,UNIV PITTSBURGH GRAD SCH PUBL HLTH DEPT EPIDEMIOL PROGRAM INFECT DIS,USA
189,LA RUCHE G,LA RUCHE,GUY,LA RUCHE GUY,LA RUCHE GUY,COTONOU,MINIST SANTE PROGRAMME NATL LUTTE CONTRE SIDA,BENIN
190,EASTERBROOK P J,EASTERBROOK,PHILIPPA J,EASTERBROOK PHILIPPA J,EASTERBROOK PHILIPPA J,KAMPALA,INFECT DIS INST,UGANDA
191,KAMBUGU A,KAMBUGU,ANDREW,KAMBUGU ANDREW,KAMBUGU ANDREW,KAMPALA,INFECT DIS INST,UGANDA
192,LITTLE F,LITTLE,FRANCESCA,LITTLE FRANCESCA,LITTLE FRANCESCA,CAPE TOWN,UNIV CAPE TOWN,SOUTH AFRICA
193,NAKIGOZI G,NAKIGOZI,GERTRUDE,NAKIGOZI GERTRUDE,NAKIGOZI GERTRUDE,KALISIZO,RAKAI HLTH SCI PROGRAM,UGANDA
194,NAKANJAKO D,NAKANJAKO,DAMALIE,NAKANJAKO DAMALIE,NAKANJAKO DAMALIE,KAMPALA,INFECT DIS INST,UGANDA
195,KIGGUNDU V,KIGGUNDU,VALERIAN,KIGGUNDU VALERIAN,KIGGUNDU VALERIAN,KALISIZO,RAKAI HLTH SCI PROGRAM,UGANDA
196,LAFRANCE C,LAFRANCE,CHRISTIAN,LAFRANCE CHRISTIAN,LAFRANCE CHRISTIAN,QUEBEC,URESP CHU QUEBEC CTR RECH QUEBEC CITY,CANADA
197,LI P C K,LI,PATRICK CHUNG KI,LI PATRICK CHUNG KI,LI PATRICK CHUNG KI,HONG KONG,QUEEN ELIZABETH HOSP HONG KONG,CHINA
198,BANGSBERG D R,BANGSBERG,DAVID R,BANGSBERG DAVID R,BANGSBERG DAVID R,BOSTON,HARVARD UNIV MASSACHUSETTS GEN HOSP CTR GLOBAL HLTH,USA
199,ANANI H,ANANI,HUBERT,ANANI HUBERT,ANANI HUBERT,COTONOU,DISPENSAIRE IST,BENIN
200,FOX M P,FOX,MATTHEW P,FOX MATTHEW P,FOX MATTHEW P,BOSTON,BOSTON UNIV CTR GLOBAL HLTH & DEV,USA
201,PROZESKY H W,PROZESKY,HANS W,PROZESKY HANS W,PROZESKY HANS W,CAPE TOWN,UNIV STELLENBOSCH DEPT MED DIV INFECT DIS,SOUTH AFRICA
202,DRABO Y J,DRABO,YOUSSOUFOU J,DRABO YOUSSOUFOU J,DRABO YOUSSOUFOU J,OUAGADOUGOU,UNIV HOSP YALGADO OUEDRAOGO DEPT INTERNAL MED,BURKINA FASO
203,REYNOLDS S J,REYNOLDS,STEVEN J,REYNOLDS STEVEN J,REYNOLDS STEVEN J,BALTIMORE,NIAID,USA
204,HOLLAND M,HOLLAND,MARGARET,HOLLAND MARGARET,HOLLAND MARGARET,HARARE,CONNAUGHT CLIN,ZIMBABWE
205,MINTA D K,MINTA,DAOUDA K,MINTA DAOUDA K,MINTA DAOUDA K,BAMAKO,HOP POINT G SERV MALAD INFECT,MALI
206,EGGER M,EGGER,MATTHIAS,EGGER MATTHIAS,EGGER MATTHIAS,BERN,UNIV BERN,SWITZERLAND
207,LAJOIE J,LAJOIE,J,LAJOIE J,LAJOIE JULIE,QUEBEC,UNIV MONTREAL DEPT MICROBIOL & IMMUNOL MONTREAL,CANADA
207,LAJOIE J,LAJOIE,JULIE,LAJOIE JULIE,LAJOIE JULIE,QUEBEC,UNIV MONTREAL DEPT MICROBIOL & IMMUNOL MONTREAL,CANADA
208,YIANNOUTSOS C T,YIANNOUTSOS,CONSTANTIN T,YIANNOUTSOS CONSTANTIN T,YIANNOUTSOS CONSTANTIN T,INDIANAPOLIS,INDIANA UNIV,USA
209,CERIANI C,CERIANI,CRISTINA,CERIANI CRISTINA,CERIANI CRISTINA,MILAN,IRCCS GALEAZZI ORTHOPAED INST LAB EXPT BIOCHEM & MOL BIOL,ITALY
210,EBOUA T K,EBOUA,TANOH K,EBOUA TANOH K,EBOUA TANOH K,ABIDJAN,CHU YOPOUGON PEDIAT WARD,COTE IVOIRE
211,JAQUET A,JAQUET,ANTOINE,JAQUET ANTOINE,JAQUET ANTOINE,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
211,JAQUET A,JAQUET,A,JAQUET A,JAQUET ANTOINE,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
212,ODUTOLA M,ODUTOLA,MICHAEL,ODUTOLA MICHAEL,ODUTOLA MICHAEL,ABUJA,INST HUMAN VIROL NIGERIA IHVN,NIGERIA
213,DALMEIDA M,DALMEIDA,MARCELLINE,DALMEIDA MARCELLINE,DALMEIDA MARCELLINE,,,
213,DALMEIDA M,DALMEIDA,M,DALMEIDA M,DALMEIDA MARCELLINE,,,
214,ALAO M J,ALAO,MAROUF J,ALAO MAROUF J,ALAO MAROUF J,COTONOU,HOP MERE & ENFANT LAGUNE SERV PEDIAT,BENIN
215,TANON A,TANON,ARISTOPHANE,TANON ARISTOPHANE,TANON ARISTOPHANE,ABIDJAN,CHU TREICHVILLE SMIT,COTE IVOIRE
216,ASSARAG B,ASSARAG,BOUCHRA,ASSARAG BOUCHRA,ASSARAG BOUCHRA,RABAT,ECOLE NATL SANTE PUBL RUE LAMFADEL CHERKAOUI,MOROCCO
217,OGA E,OGA,EMMANUEL,OGA EMMANUEL,OGA EMMANUEL,ABUJA,INST HUMAN VIROL NIGERIA IHVN,NIGERIA
218,CHARURAT M,CHARURAT,MANHATTAN,CHARURAT MANHATTAN,CHARURAT MANHATTAN,ABUJA,INST HUMAN VIROL NIGERIA IHVN,NIGERIA
219,AVEIKA A,AVEIKA,AKUM,AVEIKA AKUM,AVEIKA AKUM,FAJARA,MRC,GAMBIA
220,EHOLIE S,EHOLIE,S,EHOLIE S,EHOLIE SERGE PAUL,ABIDJAN,CHU TREICHVILLE SMIT,COTE IVOIRE
220,EHOLIE S,EHOLIE,SERGE,EHOLIE SERGE,EHOLIE SERGE PAUL,ABIDJAN,CHU TREICHVILLE SMIT,COTE IVOIRE
221,EHOLIE S P,EHOLIE,SERGE P,EHOLIE SERGE P,EHOLIE SERGE PAUL,ABIDJAN,CHU TREICHVILLE SERV MALAD INFECT & TROP,COTE IVOIRE
221,EHOLIE S P,EHOLIE,SERGE PAUL,EHOLIE SERGE PAUL,EHOLIE SERGE PAUL,ABIDJAN,CHU TREICHVILLE SERV MALAD INFECT & TROP,COTE IVOIRE
221,EHOLIE S P,EHOLIE,S P,EHOLIE S P,EHOLIE SERGE PAUL,ABIDJAN,CHU TREICHVILLE SERV MALAD INFECT & TROP,COTE IVOIRE
222,SASCO A J,SASCO,ANNIE J,SASCO ANNIE J,SASCO ANNIE J,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
222,SASCO A J,SASCO,A J,SASCO A J,SASCO ANNIE J,BORDEAUX,UNIV BORDEAUX ISPED CTR INSERM EPIDEMIOL BIOSTAT U897,FRANCE
224,BISSAGNENE E,BISSAGNENE,EMMANUEL,BISSAGNENE EMMANUEL,BISSAGNENE EMMANUEL,ABIDJAN,CHU TREICHVILLE SERV MALAD INFECT & TROP,COTE IVOIRE
224,BISSAGNENE E,BISSAGNENE,E,BISSAGNENE E,BISSAGNENE EMMANUEL,ABIDJAN,CHU TREICHVILLE SERV MALAD INFECT & TROP,COTE IVOIRE
225,ADEBAMOWO C,ADEBAMOWO,CLEMENT,ADEBAMOWO CLEMENT,ADEBAMOWO CLEMENT,ABUJA,INST HUMAN VIROL NIGERIA IHVN,NIGERIA
226,BERNARD N F,BERNARD,NICOLE F,BERNARD NICOLE F,BERNARD NICOLE F,QUEBEC,MCGILL UNIV RES INST CTR HLTH MONTREAL,CANADA
227,PORCHER R,PORCHER,RAPHAEL,PORCHER RAPHAEL,PORCHER RAPHAEL,PARIS,HOP ST LOUIS INSERM U717,FRANCE
228,KPATCHAVI A C,KPATCHAVI,ADOLPHE C,KPATCHAVI ADOLPHE C,KPATCHAVI ADOLPHE C,ABOMEY CALAVI,UNIV ABOMEY CALAVI FAC LETTRES ARTS & SCI HUMAINES,BENIN
229,NDAM N T,NDAM,NICAISE T,NDAM NICAISE T,NDAM NICAISE TUIKUE,PARIS,INST RECH DEV UMR 216 MERE & ENFANT FACE INFECT TROP,FRANCE
229,NDAM N T,NDAM,NICAISE TUIKUE,NDAM NICAISE TUIKUE,NDAM NICAISE TUIKUE,PARIS,INST RECH DEV UMR 216 MERE & ENFANT FACE INFECT TROP,FRANCE
230,CARTER R,CARTER,ROSALIND,CARTER ROSALIND,CARTER ROSALIND,NEW YORK,COLUMBIA UNIV MTCT PLUS NETWORK,USA
231,DUBE E,DUBE,ERIC,DUBE ERIC,DUBE ERIC,QUEBEC,UNIV SHERBROOKE DEPT MED FAMILLE & MED URGENCE FAC MED & SCI SANTE SHERBROOKE,CANADA
233,NDAYAKE J,NDAYAKE,JOSEPH,NDAYAKE JOSEPH,NDAYAKE JOSEPH,TANGUIETA,ST JEAN DE DIEU HOSP,BENIN
234,MORIN D,MORIN,D,MORIN D,MORIN DIANE,QUEBEC,UNIV LAVAL FAC NURSING SCI QUEBEC CITY,CANADA
234,MORIN D,MORIN,DIANE,MORIN DIANE,MORIN DIANE,QUEBEC,UNIV LAVAL FAC NURSING SCI QUEBEC CITY,CANADA
235,GODIN G,GODIN,G,GODIN G,GODIN GASTON,QUEBEC,UNIV LAVAL FAC SCI INFIRM QUEBEC CITY,CANADA
235,GODIN G,GODIN,GASTON,GODIN GASTON,GODIN GASTON,QUEBEC,UNIV LAVAL FAC SCI INFIRM QUEBEC CITY,CANADA
236,KAUFMANN D E,KAUFMANN,DANIEL E,KAUFMANN DANIEL E,KAUFMANN DANIEL E,QUEBEC,CRCHUM MONTREAL,CANADA
237,BERNIER M,BERNIER,M,BERNIER M,BERNIER M,QUEBEC,CCISD QUEBEC CITY,CANADA
238,ERICIE S,ERICIE,SOSSOU,ERICIE SOSSOU,ERICIE SOSSOU,ABOMEY CALAVI,UAC COTONOU FAC SCI SANTE,BENIN
239,KINTIN F,KINTIN,F,KINTIN F,KINTIN FREDERIC,OUAGADOUGOU,CCISD,BURKINA FASO
239,KINTIN F,KINTIN,FREDERIC,KINTIN FREDERIC,KINTIN FREDERIC,OUAGADOUGOU,CCISD,BURKINA FASO
240,KIEFFER M P,KIEFFER,MAIYPAT,KIEFFER MAIYPAT,KIEFFER MARYPAT,,,
240,KIEFFER M P,KIEFFER,MARYPAT,KIEFFER MARYPAT,KIEFFER MARYPAT,,,
241,JULES G,JULES,GNINKOUN,JULES GNINKOUN,JULES GNINKOUN,COTONOU,CTR NATL HOSP UNIV HUBERT KOUTOUCOU MAGA,BENIN
242,KONATE I,KONATE,ISSOUF,KONATE ISSOUF,KONATE ISSOUF,BOBO DIOULASSO,CTR MURAZ,BURKINA FASO
243,ARMAND W,ARMAND,WANVOEGBE,ARMAND WANVOEGBE,ARMAND WANVOEGBE,PORTO NOVO,CTR HOSP UNIV DEPT OUEME PLATEAU,BENIN
244,RACHED S,RACHED,S,RACHED S,RACHED S,QUEBEC,UNIV MONTREAL UNITE SANTE INT MONTREAL,CANADA
245,SOBELA F,SOBELA,F,SOBELA F,SOBELA F,LOME,WAPCAS,TOGO
247,SOTO J,SOTO,J,SOTO J,SOTO J,QUEBEC,INST NATL SANTE PUBL MONTREAL,CANADA
248,BATONA G,BATONA,GEORGES,BATONA GEORGES,BATONA GEORGES,QUEBEC,CTR HOSP UNIV QUEBEC RES CTR AXE SANTE POPULAT & PRAT OPTIMALES SANTE QUEBEC CITY,CANADA
248,BATONA G,BATONA,G,BATONA G,BATONA GEORGES,QUEBEC,CTR HOSP UNIV QUEBEC RES CTR AXE SANTE POPULAT & PRAT OPTIMALES SANTE QUEBEC CITY,CANADA
249,TRAORE C,TRAORE,C,TRAORE C,TRAORE C,DAKAR,WAPCAS,SENEGAL
251,OGOUYEMIHOUNTO A,OGOUYEMIHOUNTO,AURORE,OGOUYEMIHOUNTO AURORE,OGOUYEMIHOUNTO AURORE,,,
251,OGOUYEMIHOUNTO A,OGOUYEMIHOUNTO,A,OGOUYEMIHOUNTO A,OGOUYEMIHOUNTO AURORE,,,
252,KYABAYINZE D J,KYABAYINZE,DANIEL J,KYABAYINZE DANIEL J,KYABAYINZE DANIEL J,KAMPALA,ANECCA,UGANDA
253,NDIAYE A,NDIAYE,A,NDIAYE A,NDIAYE A,DAKAR,NATL TB PROGRAMME,SENEGAL
254,TUMWESIGYE N,TUMWESIGYE,NATHAN,TUMWESIGYE NATHAN,TUMWESIGYE NATHAN,KAMPALA,ANECCA,UGANDA
255,FOURN L,FOURN,LEONARD,FOURN LEONARD,FOURN LEONARD,COTONOU,FAC SCI SANTE COTONOU DEPT SANTE PUBL,BENIN
256,NACKERS F,NACKERS,FABIENNE,NACKERS FABIENNE,NACKERS FABIENNE,BRUSSELS,CATHOLIC UNIV LOUVAIN EPIDEMIOL UNIT,BELGIUM
257,GLYNN J R,GLYNN,JUDITH R,GLYNN JUDITH R,GLYNN JUDITH R,LONDON,LONDON SCH HYG & TROP MED INFECTIOUS DIS EPIDEMIOL UNIT,ENGLAND
258,ROGER M,ROGER,MICHEL,ROGER MICHEL,ROGER MICHEL,QUEBEC,CRCHUM MONTREAL,CANADA
258,ROGER M,ROGER,M,ROGER M,ROGER MICHEL,QUEBEC,CRCHUM MONTREAL,CANADA
259,BAKEDANO E D,BAKEDANO,ELISA DE BIURRUN,BAKEDANO ELISA DE BIURRUN,BAKEDANO ELISA DE BIURRUN,ANTWERP,INST TROP MED DEPT MICROBIOL MYCOBACTERIOL UNIT,BELGIUM
260,ZINSOU C,ZINSOU,CLAUDE,ZINSOU CLAUDE,ZINSOU CLAUDE,COTONOU,BURULI ULCER NATL CONTROL PROGRAM COTONOU,BENIN
261,TOUNKARA F K,TOUNKARA,F K,TOUNKARA F K,TOUNKARA FATOUMATA K,QUEBEC,UNIV LAVAL DEPT MED SOCIALE & PREVENT QUEBEC CITY,CANADA
261,TOUNKARA F K,TOUNKARA,FATOUMATA K,TOUNKARA FATOUMATA K,TOUNKARA FATOUMATA K,QUEBEC,UNIV LAVAL DEPT MED SOCIALE & PREVENT QUEBEC CITY,CANADA
262,AGUIAR J,AGUIAR,JULIA,AGUIAR JULIA,AGUIAR JULIA,ZAGNANADO,CTR SANITAIRE & NUTR GBEMOTEN,BENIN
263,TONGLET R,TONGLET,RENE,TONGLET RENE,TONGLET RENE,BRUSSELS,CATHOLIC UNIV LOUVAIN EPIDEMIOL UNIT,BELGIUM
264,PORTAELS F,PORTAELS,FRANCOISE,PORTAELS FRANCOISE,PORTAELS FRANCOISE,ANTWERP,INST TROP MED DEPT MICROBIOL MYCOBACTERIOL UNIT,BELGIUM
