Id,init_name,last_name,first_name,affiliation,city,country
307,SHAMPUTA I C,SHAMPUTA,I C,,,,
308,SHAMPUTA I C,SHAMPUTA,I C,Inst Trop Med  Mycobacteriol Unit,B-2000 Antwerp,Belgium,
309,SHAMPUTA I C,SHAMPUTA,I C,Inst Trop Med  Mycobacteriol Unit,B-2000 Antwerp,Belgium,
310,RIGOUTS L,RIGOUTS,L,,,,
311,RIGOUTS L,RIGOUTS,L,Inst Trop Med  Mycobacteriol Unit,B-2000 Antwerp,Belgium,
312,RIGOUTS L,RIGOUTS,L,Inst Trop Med  Mycobacteriol Unit,B-2000 Antwerp,Belgium,
313,KESTENS L,KESTENS,L,,,,
314,KESTENS L,KESTENS,L,,,,
315,KESTENS L,KESTENS,L,Inst Trop Med  Immunol Unit,B-2000 Antwerp,Belgium,
316,ANAGONOU S,ANAGONOU,S,Lab Reference Mycobacteries,Cotonou,Benin,
317,ANAGONOU S,ANAGONOU,S,Lab Reference Mycobacteries,Cotonou,Benin,
318,ANAGONOU S,ANAGONOU,S,Lab Reference Mycobacteries,Cotonou,Benin,
319,PORTAELS F,PORTAELS,F,,,,
320,PORTAELS F,PORTAELS,F,Inst Trop Med  Mycobacteriol Unit,B-2000 Antwerp,Belgium,
321,PORTAELS F,PORTAELS,F,Inst Trop Med  Mycobacteriol Unit,B-2000 Antwerp,Belgium,
322,FERROUSSIER O,FERROUSSIER,O,Int Union Against TB & Lung Dis,F-75006 Paris,France,
323,FERROUSSIER O,FERROUSSIER,O,Int Union Against TB & Lung Dis,F-75006 Paris,France,
324,DLODLO R A,DLODLO,R A,Int Union Against TB & Lung Dis,F-75006 Paris,France,
325,DLODLO R A,DLODLO,R A,Int Union Against TB & Lung Dis,F-75006 Paris,France,
326,CAPOCHICHI D,CAPOCHICHI,D,,,,
327,CAPOCHICHI D,CAPOCHICHI,D,,,,
328,BOILLOT F,BOILLOT,F,Int Union Against TB & Lung Dis,F-75006 Paris,France,
329,BOILLOT F,BOILLOT,F,Int Union Against TB & Lung Dis,F-75006 Paris,France,
330,GNINAFON M,GNINAFON,M,,,,
331,GNINAFON M,GNINAFON,M,Programme Natl Lutte TB,Cotonou,Benin,
332,TREBUCQ A,TREBUCQ,A,Int Union Against TB & Lung Dis,F-75006 Paris,France,
333,TREBUCQ A,TREBUCQ,A,Int Union Against TB & Lung Dis,F-75006 Paris,France,
334,FUJIWARA P I,FUJIWARA,P I,Int Union Against TB & Lung Dis,F-75006 Paris,France,
335,FUJIWARA P I,FUJIWARA,P I,Int Union Against TB & Lung Dis,F-75006 Paris,France,
336,TREBUCQ A,TREBUCQ,A,,,,
337,TREBUCQ A,TREBUCQ,A,,,,
338,TREBUCQ A,TREBUCQ,A,,,,
339,AITKHALED N,AITKHALED,N,,,,
340,AITKHALED N,AITKHALED,N,,,,
341,AITKHALED N,AITKHALED,N,,,,
342,GNINAFON M,GNINAFON,M,,,,
343,GNINAFON M,GNINAFON,M,,,,
344,GNINAFON M,GNINAFON,M,,,,
345,LOUIS J P,LOUIS,JP,,,,
346,LOUIS J P,LOUIS,JP,,,,
347,LOUIS J P,LOUIS,JP,,,,
348,ADE S,ADE,SERGE,Nat TB Programme,Cotonou,Benin,
349,ADE S,ADE,SERGE,Univ Parakou  Fac Med,Parakou,Benin,
350,ADE S,ADE,SERGE,Int Union TB & Lung Dis,Paris,France,
351,ADE S,ADE,SERGE,Int Union TB & Lung Dis,Paris,France,
352,TREBUCQ A,TREBUCQ,ARNAUD,,,,
353,TREBUCQ A,TREBUCQ,ARNAUD,,,,
354,TREBUCQ A,TREBUCQ,ARNAUD,Int Union TB & Lung Dis,Paris,France,
355,TREBUCQ A,TREBUCQ,ARNAUD,Int Union TB & Lung Dis,Paris,France,
356,HARRIES A D,HARRIES,ANTHONY D,,,,
357,HARRIES A D,HARRIES,ANTHONY D,,,,
358,HARRIES A D,HARRIES,ANTHONY D,Int Union TB & Lung Dis,Paris,France,
359,HARRIES A D,HARRIES,ANTHONY D,London Sch Hyg & Trop Med,London WC1,England,
360,ADE G,ADE,GABRIEL,Nat TB Programme,Cotonou,Benin,
361,ADE G,ADE,GABRIEL,Nat TB Programme,Cotonou,Benin,
362,ADE G,ADE,GABRIEL,Nat TB Programme,Cotonou,Benin,
363,ADE G,ADE,GABRIEL,Nat TB Programme,Cotonou,Benin,
364,AGODOKPESSI G,AGODOKPESSI,GILDAS,Nat TB Programme,Cotonou,Benin,
365,AGODOKPESSI G,AGODOKPESSI,GILDAS,Nat TB Programme,Cotonou,Benin,
366,AGODOKPESSI G,AGODOKPESSI,GILDAS,Nat TB Programme,Cotonou,Benin,
367,AGODOKPESSI G,AGODOKPESSI,GILDAS,Nat TB Programme,Cotonou,Benin,
368,WACHINOU P,WACHINOU,PRUDENCE,Nat TB Programme,Cotonou,Benin,
369,WACHINOU P,WACHINOU,PRUDENCE,Nat TB Programme,Cotonou,Benin,
370,WACHINOU P,WACHINOU,PRUDENCE,Nat TB Programme,Cotonou,Benin,
371,WACHINOU P,WACHINOU,PRUDENCE,Nat TB Programme,Cotonou,Benin,
372,AFFOLABI D,AFFOLABI,DISSOU,Nat TB Programme,Cotonou,Benin,
373,AFFOLABI D,AFFOLABI,DISSOU,Nat TB Programme,Cotonou,Benin,
374,AFFOLABI D,AFFOLABI,DISSOU,Nat TB Programme,Cotonou,Benin,
375,AFFOLABI D,AFFOLABI,DISSOU,Nat TB Programme,Cotonou,Benin,
376,ANAGONOU S,ANAGONOU,SEVERIN,Nat TB Programme,Cotonou,Benin,
377,ANAGONOU S,ANAGONOU,SEVERIN,Nat TB Programme,Cotonou,Benin,
378,ANAGONOU S,ANAGONOU,SEVERIN,Nat TB Programme,Cotonou,Benin,
379,ANAGONOU S,ANAGONOU,SEVERIN,Nat TB Programme,Cotonou,Benin,
380,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
381,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
382,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
383,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
384,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
385,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
386,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
387,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
388,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
389,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
390,MERLE C S,MERLE,CORINNE S,London Sch Hyg & Trop Med,London WC1,England,
391,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
392,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
393,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
394,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
395,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
396,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
397,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
398,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
399,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
400,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
401,FIELDING K,FIELDING,KATHERINE,London Sch Hyg & Trop Med,London WC1,England,
402,SOW O B,SOW,OMOU BAH,,,,
403,SOW O B,SOW,OMOU BAH,,,,
404,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
405,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
406,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
407,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
408,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
409,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
410,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
411,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
412,SOW O B,SOW,OMOU BAH,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
413,GNINAFON M,GNINAFON,MARTIN,,,,
414,GNINAFON M,GNINAFON,MARTIN,,,,
415,GNINAFON M,GNINAFON,MARTIN,,,,
416,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
417,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
418,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
419,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
420,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
421,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
422,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
423,GNINAFON M,GNINAFON,MARTIN,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
424,LO M B,LO,MAME B,,,,
425,LO M B,LO,MAME B,,,,
426,LO M B,LO,MAME B,,,,
427,LO M B,LO,MAME B,,,,
428,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
429,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
430,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
431,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
432,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
433,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
434,LO M B,LO,MAME B,Programme Natl Lutte TB,Dakar,Senegal,
435,MTHIYANE T,MTHIYANE,THULI,,,,
436,MTHIYANE T,MTHIYANE,THULI,,,,
437,MTHIYANE T,MTHIYANE,THULI,,,,
438,MTHIYANE T,MTHIYANE,THULI,,,,
439,MTHIYANE T,MTHIYANE,THULI,,,,
440,MTHIYANE T,MTHIYANE,THULI,MRC,Durban,South Africa,
441,MTHIYANE T,MTHIYANE,THULI,MRC,Durban,South Africa,
442,MTHIYANE T,MTHIYANE,THULI,MRC,Durban,South Africa,
443,MTHIYANE T,MTHIYANE,THULI,MRC,Durban,South Africa,
444,MTHIYANE T,MTHIYANE,THULI,MRC,Durban,South Africa,
445,MTHIYANE T,MTHIYANE,THULI,MRC,Durban,South Africa,
446,ODHIAMBO J,ODHIAMBO,JOSEPH,,,,
447,ODHIAMBO J,ODHIAMBO,JOSEPH,,,,
448,ODHIAMBO J,ODHIAMBO,JOSEPH,,,,
449,ODHIAMBO J,ODHIAMBO,JOSEPH,,,,
450,ODHIAMBO J,ODHIAMBO,JOSEPH,,,,
451,ODHIAMBO J,ODHIAMBO,JOSEPH,,,,
452,ODHIAMBO J,ODHIAMBO,JOSEPH,Kenya Govt Med Res Ctr,Nairobi,Kenya,
453,ODHIAMBO J,ODHIAMBO,JOSEPH,Kenya Govt Med Res Ctr,Nairobi,Kenya,
454,ODHIAMBO J,ODHIAMBO,JOSEPH,Kenya Govt Med Res Ctr,Nairobi,Kenya,
455,ODHIAMBO J,ODHIAMBO,JOSEPH,Kenya Govt Med Res Ctr,Nairobi,Kenya,
456,ODHIAMBO J,ODHIAMBO,JOSEPH,Kenya Govt Med Res Ctr,Nairobi,Kenya,
457,AMUKOYE E,AMUKOYE,EVANS,,,,
458,AMUKOYE E,AMUKOYE,EVANS,,,,
459,AMUKOYE E,AMUKOYE,EVANS,,,,
460,AMUKOYE E,AMUKOYE,EVANS,,,,
461,AMUKOYE E,AMUKOYE,EVANS,,,,
462,AMUKOYE E,AMUKOYE,EVANS,,,,
463,AMUKOYE E,AMUKOYE,EVANS,Kenya Govt Med Res Ctr,Nairobi,Kenya,
464,AMUKOYE E,AMUKOYE,EVANS,Kenya Govt Med Res Ctr,Nairobi,Kenya,
465,AMUKOYE E,AMUKOYE,EVANS,Kenya Govt Med Res Ctr,Nairobi,Kenya,
466,AMUKOYE E,AMUKOYE,EVANS,Kenya Govt Med Res Ctr,Nairobi,Kenya,
467,AMUKOYE E,AMUKOYE,EVANS,Kenya Govt Med Res Ctr,Nairobi,Kenya,
468,BAH B,BAH,BOUBACAR,,,,
469,BAH B,BAH,BOUBACAR,,,,
470,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
471,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
472,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
473,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
474,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
475,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
476,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
477,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
478,BAH B,BAH,BOUBACAR,Hop Ignace Deen  Serv Pneumophtisiol,Conakry,Guinea,
479,KASSA F,KASSA,FERDINAND,,,,
480,KASSA F,KASSA,FERDINAND,,,,
481,KASSA F,KASSA,FERDINAND,,,,
482,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
483,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
484,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
485,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
486,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
487,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
488,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
489,KASSA F,KASSA,FERDINAND,Ctr Natl Hosp Pneumophtisiol,Cotonou,Benin,
490,NDIAYE A,NDIAYE,ALIMATOU,,,,
491,NDIAYE A,NDIAYE,ALIMATOU,,,,
492,NDIAYE A,NDIAYE,ALIMATOU,,,,
493,NDIAYE A,NDIAYE,ALIMATOU,,,,
494,NDIAYE A,NDIAYE,ALIMATOU,,,,
495,NDIAYE A,NDIAYE,ALIMATOU,,,,
496,NDIAYE A,NDIAYE,ALIMATOU,,,,
497,NDIAYE A,NDIAYE,ALIMATOU,,,,
498,NDIAYE A,NDIAYE,ALIMATOU,,,,
499,NDIAYE A,NDIAYE,ALIMATOU,,,,
500,NDIAYE A,NDIAYE,ALIMATOU,,,,
501,RUSTOMJEE R,RUSTOMJEE,ROXANA,,,,
502,RUSTOMJEE R,RUSTOMJEE,ROXANA,,,,
503,RUSTOMJEE R,RUSTOMJEE,ROXANA,,,,
504,RUSTOMJEE R,RUSTOMJEE,ROXANA,,,,
505,RUSTOMJEE R,RUSTOMJEE,ROXANA,,,,
506,RUSTOMJEE R,RUSTOMJEE,ROXANA,MRC,Durban,South Africa,
507,RUSTOMJEE R,RUSTOMJEE,ROXANA,MRC,Durban,South Africa,
508,RUSTOMJEE R,RUSTOMJEE,ROXANA,MRC,Durban,South Africa,
509,RUSTOMJEE R,RUSTOMJEE,ROXANA,MRC,Durban,South Africa,
510,RUSTOMJEE R,RUSTOMJEE,ROXANA,MRC,Durban,South Africa,
511,RUSTOMJEE R,RUSTOMJEE,ROXANA,MRC,Durban,South Africa,
512,DE JONG B C,DE JONG,BOUKE C,,,,
513,DE JONG B C,DE JONG,BOUKE C,,,,
514,DE JONG B C,DE JONG,BOUKE C,,,,
515,DE JONG B C,DE JONG,BOUKE C,,,,
516,DE JONG B C,DE JONG,BOUKE C,,,,
517,DE JONG B C,DE JONG,BOUKE C,,,,
518,DE JONG B C,DE JONG,BOUKE C,,,,
519,DE JONG B C,DE JONG,BOUKE C,Inst Trop Med,B-2000 Antwerp,Belgium,
520,DE JONG B C,DE JONG,BOUKE C,Inst Trop Med,B-2000 Antwerp,Belgium,
521,DE JONG B C,DE JONG,BOUKE C,Inst Trop Med,B-2000 Antwerp,Belgium,
522,DE JONG B C,DE JONG,BOUKE C,Inst Trop Med,B-2000 Antwerp,Belgium,
523,HORTON J,HORTON,JOHN,,,,
524,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
525,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
526,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
527,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
528,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
529,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
530,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
531,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
532,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
533,HORTON J,HORTON,JOHN,Trop Projects,Hitchin,England,
534,PERRONNE C,PERRONNE,CHRISTIAN,,,,
535,PERRONNE C,PERRONNE,CHRISTIAN,,,,
536,PERRONNE C,PERRONNE,CHRISTIAN,,,,
537,PERRONNE C,PERRONNE,CHRISTIAN,,,,
538,PERRONNE C,PERRONNE,CHRISTIAN,,,,
539,PERRONNE C,PERRONNE,CHRISTIAN,,,,
540,PERRONNE C,PERRONNE,CHRISTIAN,,,,
541,PERRONNE C,PERRONNE,CHRISTIAN,,,,
542,PERRONNE C,PERRONNE,CHRISTIAN,Hop Univ Paris Ile de France Ouest  Assistance Publ Hop Paris,Paris,France,
543,PERRONNE C,PERRONNE,CHRISTIAN,Hop Univ Paris Ile de France Ouest  Assistance Publ Hop Paris,Paris,France,
544,PERRONNE C,PERRONNE,CHRISTIAN,Hop Univ Paris Ile de France Ouest  Assistance Publ Hop Paris,Paris,France,
545,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
546,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
547,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
548,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
549,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
550,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
551,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
552,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
553,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
554,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
555,SISMANIDIS C,SISMANIDIS,CHARALAMBOS,London Sch Hyg & Trop Med,London WC1,England,
556,LAPUJADE O,LAPUJADE,OLIVIER,,,,
557,LAPUJADE O,LAPUJADE,OLIVIER,,,,
558,LAPUJADE O,LAPUJADE,OLIVIER,,,,
559,LAPUJADE O,LAPUJADE,OLIVIER,,,,
560,LAPUJADE O,LAPUJADE,OLIVIER,,,,
561,LAPUJADE O,LAPUJADE,OLIVIER,,,,
562,LAPUJADE O,LAPUJADE,OLIVIER,,,,
563,LAPUJADE O,LAPUJADE,OLIVIER,,,,
564,LAPUJADE O,LAPUJADE,OLIVIER,,,,
565,LAPUJADE O,LAPUJADE,OLIVIER,Inst Rech Dev,Marseille,France,
566,LAPUJADE O,LAPUJADE,OLIVIER,Inst Rech Dev,Marseille,France,
567,OLLIARO P L,OLLIARO,PIERO L,,,,
568,OLLIARO P L,OLLIARO,PIERO L,,,,
569,OLLIARO P L,OLLIARO,PIERO L,,,,
570,OLLIARO P L,OLLIARO,PIERO L,,,,
571,OLLIARO P L,OLLIARO,PIERO L,,,,
572,OLLIARO P L,OLLIARO,PIERO L,,,,
573,OLLIARO P L,OLLIARO,PIERO L,,,,
574,OLLIARO P L,OLLIARO,PIERO L,,,,
575,OLLIARO P L,OLLIARO,PIERO L,,,,
576,OLLIARO P L,OLLIARO,PIERO L,,,,
577,OLLIARO P L,OLLIARO,PIERO L,WHO  Special Program Res & Training Trop Dis,CH-1211 Geneva 27,Switzerland,
578,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
579,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
580,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
581,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
582,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
583,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
584,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
585,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
586,LIENHARDT C,LIENHARDT,CHRISTIAN,,,,
587,LIENHARDT C,LIENHARDT,CHRISTIAN,Inst Rech Dev,Marseille,France,
588,LIENHARDT C,LIENHARDT,CHRISTIAN,Inst Rech Dev,Marseille,France,
589,MERLE C S,MERLE,C S,WHO  TDR,Geneva,Switzerland,
590,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
591,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
592,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
593,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
594,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
595,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
596,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
597,MERLE C S,MERLE,C S,London Sch Hyg & Trop Med  IDEU,London,England,
598,FLOYD S,FLOYD,S,,,,
599,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
600,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
601,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
602,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
603,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
604,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
605,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
606,FLOYD S,FLOYD,S,London Sch Hyg & Trop Med  IDEU,London,England,
607,NDIAYE A,NDIAYE,A,,,,
608,NDIAYE A,NDIAYE,A,,,,
609,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
610,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
611,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
612,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
613,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
614,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
615,NDIAYE A,NDIAYE,A,Natl TB Programme,Dakar,Senegal,
616,GALPERINE T,GALPERINE,T,,,,
617,GALPERINE T,GALPERINE,T,,,,
618,GALPERINE T,GALPERINE,T,,,,
619,GALPERINE T,GALPERINE,T,Tenon Hosp,Paris,France,
620,GALPERINE T,GALPERINE,T,Tenon Hosp,Paris,France,
621,GALPERINE T,GALPERINE,T,Tenon Hosp,Paris,France,
622,GALPERINE T,GALPERINE,T,Tenon Hosp,Paris,France,
623,GALPERINE T,GALPERINE,T,Tenon Hosp,Paris,France,
624,GALPERINE T,GALPERINE,T,Tenon Hosp,Paris,France,
625,FURCO A,FURCO,A,,,,
626,FURCO A,FURCO,A,,,,
627,FURCO A,FURCO,A,,,,
628,FURCO A,FURCO,A,,,,
629,FURCO A,FURCO,A,UCL,London,England,
630,FURCO A,FURCO,A,UCL,London,England,
631,FURCO A,FURCO,A,UCL,London,England,
632,FURCO A,FURCO,A,UCL,London,England,
633,FURCO A,FURCO,A,UCL,London,England,
634,DE JONG B C,DE JONG,B C,,,,
635,DE JONG B C,DE JONG,B C,,,,
636,DE JONG B C,DE JONG,B C,,,,
637,DE JONG B C,DE JONG,B C,,,,
638,DE JONG B C,DE JONG,B C,,,,
639,DE JONG B C,DE JONG,B C,Inst Trop Med,Antwerp,Belgium,
640,DE JONG B C,DE JONG,B C,Inst Trop Med,Antwerp,Belgium,
641,DE JONG B C,DE JONG,B C,Inst Trop Med,Antwerp,Belgium,
642,DE JONG B C,DE JONG,B C,Inst Trop Med,Antwerp,Belgium,
643,MCILLERON H,MCILLERON,H,,,,
644,MCILLERON H,MCILLERON,H,,,,
645,MCILLERON H,MCILLERON,H,,,,
646,MCILLERON H,MCILLERON,H,,,,
647,MCILLERON H,MCILLERON,H,,,,
648,MCILLERON H,MCILLERON,H,,,,
649,MCILLERON H,MCILLERON,H,Univ Cape Town  Clin Pharmacol Lab,Cape Town,South Africa,
650,MCILLERON H,MCILLERON,H,Univ Cape Town  Clin Pharmacol Lab,Cape Town,South Africa,
651,MCILLERON H,MCILLERON,H,Univ Cape Town  Clin Pharmacol Lab,Cape Town,South Africa,
652,GLYNN J,GLYNN,J,,,,
653,GLYNN J,GLYNN,J,,,,
654,GLYNN J,GLYNN,J,,,,
655,GLYNN J,GLYNN,J,,,,
656,GLYNN J,GLYNN,J,,,,
657,GLYNN J,GLYNN,J,,,,
658,GLYNN J,GLYNN,J,,,,
659,GLYNN J,GLYNN,J,,,,
660,GLYNN J,GLYNN,J,,,,
661,SARR M,SARR,M,,,,
662,SARR M,SARR,M,,,,
663,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
664,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
665,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
666,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
667,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
668,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
669,SARR M,SARR,M,Natl TB Programme,Dakar,Senegal,
670,BAHSOW O,BAHSOW,O,,,,
671,BAHSOW O,BAHSOW,O,,,,
672,BAHSOW O,BAHSOW,O,,,,
673,BAHSOW O,BAHSOW,O,,,,
674,BAHSOW O,BAHSOW,O,,,,
675,BAHSOW O,BAHSOW,O,,,,
676,BAHSOW O,BAHSOW,O,,,,
677,BAHSOW O,BAHSOW,O,,,,
678,BAHSOW O,BAHSOW,O,,,,
679,AFFOLABI D,AFFOLABI,D,,,,
