True Id,init_name,last_name,first_name,full_name,norm_name,place,affiliation,country
214,MENS P F,MENS,P F,MENS P F,MENS PETRA F,AMSTERDAM,UNIV AMSTERDAM ACAD MED CTR CTR INFECT & IMMUN AMSTERDAM CINIMA DIV INFECT DIS TROP MED & AIDS,NETHERLANDS
247,SCHALLIG HDFH,SCHALLIG,HENK D F H,SCHALLIG HENK D F H,SCHALLIG HENK D F H,AMSTERDAM,ROYAL TROP INST PARASITOL UNIT,NETHERLANDS
247,SCHALLIG H,SCHALLIG,HENK,SCHALLIG HENK,SCHALLIG HENK D F H,AMSTERDAM,ROYAL TROP INST PARASITOL UNIT,NETHERLANDS
247,SCHALLIG HDFH,SCHALLIG,H D F H,SCHALLIG H D F H,SCHALLIG HENK D F H,AMSTERDAM,ROYAL TROP INST PARASITOL UNIT,NETHERLANDS
274,VAN VUGT M,VAN VUGT,MICHELE,VAN VUGT MICHELE,VAN VUGT MICHELE,AMSTERDAM,UNIV AMSTERDAM ACAD MED CTR CTR TROP MED & TRAVEL MED DIV INFECT DIS,NETHERLANDS
274,VAN VUGT M,VAN VUGT,M,VAN VUGT M,VAN VUGT MICHELE,AMSTERDAM,UNIV AMSTERDAM ACAD MED CTR CTR TROP MED & TRAVEL MED DIV INFECT DIS,NETHERLANDS
658,REMARQUE E J,REMARQUE,EDMOND J,REMARQUE EDMOND J,REMARQUE EDMOND J,RIJSWIJK,BIOMED PRIMATE RES CTR DEPT PARASITOL,NETHERLANDS
662,VAN STRAALEN N M,VAN STRAALEN,NICO M,VAN STRAALEN NICO M,VAN STRAALEN NICO M,AMSTERDAM,VRIJE UNIV AMSTERDAM FAC EARTH & LIFE SCI DEPT ECOL SCI,NETHERLANDS
663,VAN HATTUM B,VAN HATTUM,BERT,VAN HATTUM BERT,VAN HATTUM BERT,AMSTERDAM,VRIJE UNIV AMSTERDAM FAC EARTH & LIFE SCI INST ENVIRONM STUDIES,NETHERLANDS
664,SWART K,SWART,KEES,SWART KEES,SWART KEES,AMSTERDAM,VRIJE UNIV AMSTERDAM FAC EARTH & LIFE SCI INST ENVIRONM STUDIES,NETHERLANDS
665,VAN GESTEL C A M,VAN GESTEL,CORNELIS A M,VAN GESTEL CORNELIS A M,VAN GESTEL CORNELIS A M,AMSTERDAM,VRIJE UNIV AMSTERDAM FAC EARTH & LIFE SCI DEPT ECOL SCI,NETHERLANDS
672,KNOLS B G J,KNOLS,BART G J,KNOLS BART G J,KNOLS BART G J,WAGENINGEN,IN2CARE BV,NETHERLANDS
672,KNOLS B,KNOLS,BART,KNOLS BART,KNOLS BART G J,WAGENINGEN,IN2CARE BV,NETHERLANDS
719,OESTERHOLT M,OESTERHOLT,MAYKE,OESTERHOLT MAYKE,OESTERHOLT MAYKE,NIJMEGEN,RADBOUD UNIV NIJMEGEN MED CTR,NETHERLANDS
731,RUIZENDAAL E,RUIZENDAAL,ESMEE,RUIZENDAAL ESMEE,RUIZENDAAL ESMEE,AMSTERDAM,ROYAL TROP INST PARASITOL UNIT,NETHERLANDS
740,VERWEIJ J J,VERWEIJ,JACO J,VERWEIJ JACO J,VERWEIJ JACO J,LEIDEN,LEIDEN UNIV MED CTR DEPT PARASITOL,NETHERLANDS
890,AMARE A T,AMARE,AZMERAW T,AMARE AZMERAW T,AMARE AZMERAW T,GRONINGEN,UNIV GRONINGEN UNIV MED CTR GRONINGEN DEPT EPIDEMIOL,NETHERLANDS
950,GELEIJNSE J M,GELEIJNSE,JOHANNA M,GELEIJNSE JOHANNA M,GELEIJNSE JOHANNA M,WAGENINGEN,WAGENINGEN UNIV DIV HUMAN NUTR,NETHERLANDS
968,HOEK H W,HOEK,HANS W,HOEK HANS W,HOEK HANS W,THE HAGUE,PARNASSIA PSYCHIAT INST,NETHERLANDS
1099,RICHARDUS J H,RICHARDUS,JAN HENDRIK,RICHARDUS JAN HENDRIK,RICHARDUS JAN HENDRIK,ROTTERDAM,UNIV MED CTR ROTTERDAM ERASMUS MC,NETHERLANDS
1181,TJALSMA H,TJALSMA,HAROLD,TJALSMA HAROLD,TJALSMA HAROLD,NIJMEGEN,RADBOUD UNIV NIJMEGEN MED CTR DEPT LAB MED,NETHERLANDS
1182,WIEGERINCK E,WIEGERINCK,ERWIN,WIEGERINCK ERWIN,WIEGERINCK ERWIN,NIJMEGEN,RADBOUD UNIV NIJMEGEN MED CTR DEPT LAB MED,NETHERLANDS
1186,ZIMMERMANN M B,ZIMMERMANN,MICHAEL B,ZIMMERMANN MICHAEL B,ZIMMERMANN MICHAEL B,WAGENINGEN,WAGENINGEN UNIV DIV HUMAN NUTR,NETHERLANDS
1188,HOWARD A F V,HOWARD,ANNABEL F V,HOWARD ANNABEL F V,HOWARD ANNABEL F V,WAGENINGEN,UNIV WAGENINGEN & RES CTR ENTOMOL LAB,NETHERLANDS
1189,KOENRAADT C J M,KOENRAADT,CONSTANTIANUS J M,KOENRAADT CONSTANTIANUS J M,KOENRAADT CONSTANTIANUS J M,WAGENINGEN,UNIV WAGENINGEN & RES CTR ENTOMOL LAB,NETHERLANDS
1190,FARENHORST M,FARENHORST,MARIT,FARENHORST MARIT,FARENHORST MARIT,WAGENINGEN,UNIV WAGENINGEN & RES CTR ENTOMOL LAB,NETHERLANDS
1191,TAKKEN W,TAKKEN,WILLEM,TAKKEN WILLEM,TAKKEN WILLEM,WAGENINGEN,UNIV WAGENINGEN & RES CTR ENTOMOL LAB,NETHERLANDS
1796,BROUWER I D,BROUWER,I D,BROUWER I D,BROUWER I D,WAGENINGEN,WAGENINGEN UNIV  DIV HUMAN NUTR,NETHERLANDS
1800,VERHOEF H,VERHOEF,H,VERHOEF H,VERHOEF H,WAGENINGEN,WAGENINGEN UNIV  DIV HUMAN NUTR,NETHERLANDS
958,GUGNANI H C,GUGNANI,HARISH CHANDER,GUGNANI HARISH CHANDER,GUGNANI HARISH CHANDER,BONAIRE,ST JAMES SCH MED KRALENDIJK,NETH ANTILLES
1069,NOWASEB V,NOWASEB,VINCENT,NOWASEB VINCENT,NOWASEB VINCENT,WINDHOEK,POLYTECH NAMIBIA,NAMIBIA
418,SMITHUIS F,SMITHUIS,FRANK,SMITHUIS FRANK,SMITHUIS FRANK,YANGON,MED ACT MYANMAR,MYANMAR
418,SMITHUIS F,SMITHUIS,F,SMITHUIS F,SMITHUIS FRANK,YANGON,MED ACT MYANMAR,MYANMAR
1286,HLAING T,HLAING,THAUNG,HLAING THAUNG,HLAING THAUNG,YANGON,MINIST HLTH MED ENTOMOL RES DIV DEPT MED RES LOWER MYANMAR,MYANMAR
380,MACHEVO S,MACHEVO,SONIA,MACHEVO SONIA,MACHEVO SONIA,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
380,MACHEVO S,MACHEVO,S,MACHEVO S,MACHEVO SONIA,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
630,MACETE E,MACETE,EUSEBIO,MACETE EUSEBIO,MACETE EUSEBIO,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
630,MACETE E,MACETE,E,MACETE E,MACETE EUSEBIO,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
634,NHACOLO A,NHACOLO,ARSENIO,NHACOLO ARSENIO,NHACOLO ARSENIO,MANHICA,MANH HLTH RES CTR CISM,MOZAMBIQUE
634,NHACOLO A,NHACOLO,A,NHACOLO A,NHACOLO ARSENIO,MANHICA,MANH HLTH RES CTR CISM,MOZAMBIQUE
637,SEVENE E,SEVENE,ESPERANCA,SEVENE ESPERANCA,SEVENE ESPERANCA,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
637,SEVENE E,SEVENE,E,SEVENE E,SEVENE ESPERANCA,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
638,VALA A,VALA,ANIFA,VALA ANIFA,VALA ANIFA,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
638,VALA A,VALA,A,VALA A,VALA ANIFA,MANHICA,MANHICA HLTH RES CTR CISM,MOZAMBIQUE
1062,NEJJARI C,NEJJARI,CHAKIB,NEJJARI CHAKIB,NEJJARI CHAKIB,FES,FAC MED,MOROCCO
967,PI I B H,HEREDIA PI,ILEANA B,HEREDIA PI ILEANA B,HEREDIA PI ILEANA B,MORELOS,NATL INST PUBL HLTH MEXICO CUERNAVACA,MEXICO
1089,QUEZADA A D,QUEZADA,AMADO D,QUEZADA AMADO D,QUEZADA AMADO D,MORELOS,NATL INST PUBL HLTH MEXICO CUERNAVACA,MEXICO
1268,BHEECARRY A,BHEECARRY,AMBICADUTT,BHEECARRY AMBICADUTT,BHEECARRY AMBICADUTT,CUREPIPE,MINIST HLTH & QUAL LIFE VECTOR BIOL & CONTROL DIV,MAURITIUS
1256,YEBAKIMA A,YEBAKIMA,ANDRE,YEBAKIMA ANDRE,YEBAKIMA ANDRE,MARTINIQUE,CONSEIL GEN MARTINIQUE CTR DEMOUSTICAT,MARTINIQUE
90,MAIGA H,MAIGA,HAMIDOU,MAIGA HAMIDOU,MAIGA H,BAMAKO,UNIV BAMAKO MALARIA RES & TRAINING CTR,MALI
151,DICKO A,DICKO,ALASSANE,DICKO ALASSANE,DICKO ALASSANE,BAMAKO,UNIV BAMAKO FAC MED PHARM & DENT DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
152,DJIMDE A A,DJIMDE,ABDOULAYE A,DJIMDE ABDOULAYE A,DJIMDE A,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL,MALI
152,DJIMDE A,DJIMDE,ABDOULAYE,DJIMDE ABDOULAYE,DJIMDE A,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL,MALI
152,DJIMDE A,DJIMDE,A,DJIMDE A,DJIMDE A,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL,MALI
152,DJIMDE A A,DJIMDE,A A,DJIMDE A A,DJIMDE A,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL,MALI
154,DOUMBO O K,DOUMBO,OGOBARA K,DOUMBO OGOBARA K,DOUMBO OGOBARA K,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
154,DOUMBO O K,DOUMBO,O K,DOUMBO O K,DOUMBO OGOBARA K,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
166,FOFANA B,FOFANA,BAKARY,FOFANA BAKARY,FOFANA BAKARY,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
166,FOFANA B,FOFANA,B,FOFANA B,FOFANA BAKARY,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
198,KAYENTAO K,KAYENTAO,KASSOUM,KAYENTAO KASSOUM,KAYENTAO KASSOUM,BAMAKO,UNIV BAMAKO FAC MED PHARM & DENT MALARIA RES & TRAINING CTR,MALI
244,SAGARA I,SAGARA,ISSAKA,SAGARA ISSAKA,SAGARA ISSAKA,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
244,SAGARA I,SAGARA,I,SAGARA I,SAGARA ISSAKA,BAMAKO,UNIV BAMAKO FAC MED PHARM & ODONTOSTOMATOL DEPT EPIDEMIOL PARASIT DIS MALARIA RES & TRAINING CTR,MALI
592,KOITA O A,KOITA,OUSMANE A,KOITA OUSMANE A,KOITA OUSMANE A,BAMAKO,FAST LAB BIOL MOL APPL,MALI
1382,WELTZIEN E,WELTZIEN,E,WELTZIEN E,WELTZIEN E,BAMAKO,INT CROPS RES INST SEMI ARID TROP,MALI
1823,MAIGA H,MAIGA,HAMMA,MAIGA HAMMA,MAIGA H,BAMAKO,UNIV BAMAKO MALARIA RES & TRAINING CTR,MALI
1823,MAIGA H,MAIGA,H,MAIGA H,MAIGA H,BAMAKO,UNIV BAMAKO MALARIA RES & TRAINING CTR,MALI
1124,SREERAMAREDDY C T,SREERAMAREDDY,CHANDRASHEKHAR T,SREERAMAREDDY CHANDRASHEKHAR T,SREERAMAREDDY CHANDRASHEKHAR T,SELANGOR,UNIV TUNKU ABDUL RAHMAN FAC MED & HLTH SCI KAJANG,MALAYSIA
1170,JIN K Y,JIN,KIM YUN,JIN KIM YUN,JIN KIM YUN,JOHOR BAHRU,TCM MEDICAL TK SDN BHD NUSAJAYA,MALAYSIA
1242,KUBALALIKA P,KUBALALIKA,PRESTOR,KUBALALIKA PRESTOR,KUBALALIKA PRESTOR,CHICHIRI BLANTYRE,COLL MED MALARIA ALERT CTR DEPT COMMUNITY MED,MALAWI
1243,MATHANGA D,MATHANGA,DON,MATHANGA DON,MATHANGA DON,CHICHIRI BLANTYRE,COLL MED MALARIA ALERT CTR DEPT COMMUNITY MED,MALAWI
1244,BIZUNEH K,BIZUNEH,KETEMA,BIZUNEH KETEMA,BIZUNEH KETEMA,LILONGWE,UNICEF MALAWI,MALAWI
236,PIOLA P,PIOLA,PATRICE,PIOLA PATRICE,PIOLA PATRICE,ANTANANARIVO,INST PASTEUR MADAGASCAR,MADAGASCAR
236,PIOLA P,PIOLA,P,PIOLA P,PIOLA PATRICE,ANTANANARIVO,INST PASTEUR MADAGASCAR,MADAGASCAR
240,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA,MILIJAONA,RANDRIANARIVELOJOSIA MILIJAONA,RANDRIANARIVELOJOSIA MILIJAONA,ANTANANARIVO,INST PASTEUR MADAGASCAR MALARIA RES UNIT,MADAGASCAR
356,ROBERT V,ROBERT,VINCENT,ROBERT VINCENT,ROBERT VINCENT,ANTANANARIVO,INST PASTEUR,MADAGASCAR
356,ROBERT V,ROBERT,V,ROBERT V,ROBERT VINCENT,ANTANANARIVO,INST PASTEUR,MADAGASCAR
809,RABARIJAONA L P,RABARIJAONA,LEON P,RABARIJAONA LEON P,RABARIJAONA LEON P,ANTANANARIVO,UNICEF MADAGASCAR,MADAGASCAR
809,RABARIJAONA L P,RABARIJAONA,LEON PAUL,RABARIJAONA LEON PAUL,RABARIJAONA LEON P,ANTANANARIVO,UNICEF MADAGASCAR,MADAGASCAR
812,LAMBO N,LAMBO,NILDA,LAMBO NILDA,LAMBO NILDA,ANTANANARIVO,UNICEF MADAGASCAR,MADAGASCAR
1237,RAVELOMANANTENA H V,RAVELOMANANTENA,HANTAMALALA V,RAVELOMANANTENA HANTAMALALA V,RAVELOMANANTENA HANTAMALALA V,ANTANANARIVO,DIRECT AGENCE MEDICAMENT MADAGASCAR CTR NATL PHARMACOVIGILANCE,MADAGASCAR
1238,NJARASOA S,NJARASOA,SABRINA,NJARASOA SABRINA,NJARASOA SABRINA,ANTANANARIVO,DIRECT AGENCE MEDICAMENT MADAGASCAR CTR NATL PHARMACOVIGILANCE,MADAGASCAR
1245,RANDRIASAMIMANANA J R,RANDRIASAMIMANANA,JEAN RENE,RANDRIASAMIMANANA JEAN RENE,RANDRIASAMIMANANA JEAN RENE,ANTANANARIVO,DIRECT AGENCE MEDICAMENT MADAGASCAR CTR NATL PHARMACOVIGILANCE,MADAGASCAR
1350,RAHARINJATOVO J,RAHARINJATOVO,JACKY,RAHARINJATOVO JACKY,RAHARINJATOVO JACKY,ANTANANARIVO,PSI MADAGASCAR IMMEUBLE FIARO,MADAGASCAR
1356,RAMAROSANDRATANA B F,RAMAROSANDRATANA,BENJAMIN FANOMEZANA,RAMAROSANDRATANA BENJAMIN FANOMEZANA,RAMAROSANDRATANA BENJAMIN FANOMEZANA,ANTANANARIVO,MINIST SANTE PUBL CNLP,MADAGASCAR
189,JONES J J,JONES,JOEL J,JONES JOEL J,JONES JOEL J,MONROVIA,MINIST HLTH & SOCIAL WELF NATL MALARIA CONTROL PROGRAMME,LIBERIA
279,ZOLIA Y M,ZOLIA,YAH M,ZOLIA YAH M,ZOLIA YAH M,MONROVIA,MINIST HLTH & SOCIAL WELF NATL MALARIA CONTROL PROGRAMME,LIBERIA
892,AMMAR W,AMMAR,WALID,AMMAR WALID,AMMAR WALID,BEIRUT,MINIST PUBL HLTH,LEBANON
963,HARB H L,HARB,HILDA L,HARB HILDA L,HARB HILDA L,BEIRUT,MINIST PUBL HLTH,LEBANON
986,KARAM N E,KARAM,NADIM E,KARAM NADIM E,KARAM NADIM E,BEIRUT,UNIV BALAMAND,LEBANON
410,MAYXAY M,MAYXAY,MAYFONG,MAYXAY MAYFONG,MAYXAY MAYFONG,VIANGCHAN,NATL UNIV LAOS FAC MED SCI,LAOS
410,MAYXAY M,MAYXAY,M,MAYXAY M,MAYXAY MAYFONG,VIANGCHAN,NATL UNIV LAOS FAC MED SCI,LAOS
1229,KHANTHAVONG M,KHANTHAVONG,M,KHANTHAVONG M,KHANTHAVONG M,VIANGCHAN,CTR MALARIOL PARASITOL & ENTOMOL,LAOS
143,BORRMANN S,BORRMANN,STEFFEN,BORRMANN STEFFEN,BORRMANN STEFFEN,KILIFI,WELLCOME TRUST RES PROGRAMME KENYA MED RES INST,KENYA
143,BORRMANN S,BORRMANN,S,BORRMANN S,BORRMANN STEFFEN,KILIFI,WELLCOME TRUST RES PROGRAMME KENYA MED RES INST,KENYA
191,JUMA E,JUMA,ELIZABETH,JUMA ELIZABETH,JUMA ELIZABETH,NAIROBI,KENYA GOVT MED RES CTR,KENYA
191,JUMA E O,JUMA,ELIJAH O,JUMA ELIJAH O,JUMA ELIZABETH,NAIROBI,KENYA GOVT MED RES CTR,KENYA
191,JUMA E,JUMA,E,JUMA E,JUMA ELIZABETH,NAIROBI,KENYA GOVT MED RES CTR,KENYA
209,MARSH K,MARSH,KEVIN,MARSH KEVIN,MARSH KEVIN,KILIFI,WELLCOME TRUST RES PROGRAMME,KENYA
209,MARSH K,MARSH,K,MARSH K,MARSH KEVIN,KILIFI,WELLCOME TRUST RES PROGRAMME,KENYA
226,OGUTU B R,OGUTU,BERNHARDS R,OGUTU BERNHARDS R,OGUTU BERNHARDS R,KISUMU,KENYA GOVT MED RES CTR,KENYA
226,OGUTU B,OGUTU,BERNHARDS,OGUTU BERNHARDS,OGUTU BERNHARDS R,KISUMU,KENYA GOVT MED RES CTR,KENYA
226,OGUTU B,OGUTU,B,OGUTU B,OGUTU BERNHARDS R,KISUMU,KENYA GOVT MED RES CTR,KENYA
226,OGUTU B R,OGUTU,B R,OGUTU B R,OGUTU BERNHARDS R,KISUMU,KENYA GOVT MED RES CTR,KENYA
228,OMAR S A,OMAR,SABAH A,OMAR SABAH A,OMAR SABAH A,NAIROBI,INT CTR INSECT PHYSIOL & ECOL,KENYA
228,OMAR S A,OMAR,S A,OMAR S A,OMAR SABAH A,NAIROBI,INT CTR INSECT PHYSIOL & ECOL,KENYA
235,PESHU J,PESHU,JUDY,PESHU JUDY,PESHU J,KILIFI,WELLCOME TRUST RES PROGRAMME KENYA MED RES INST,KENYA
235,PESHU J,PESHU,J,PESHU J,PESHU J,KILIFI,WELLCOME TRUST RES PROGRAMME KENYA MED RES INST,KENYA
246,SAWA P,SAWA,PATRICK,SAWA PATRICK,SAWA PATRICK,MBITA,INT CTR INSECT PHYSIOL & ECOL HUMAN HLTH DIV,KENYA
246,SAWA P,SAWA,P,SAWA P,SAWA PATRICK,MBITA,INT CTR INSECT PHYSIOL & ECOL HUMAN HLTH DIV,KENYA
262,TALISUNA A O,TALISUNA,AMBROSE O,TALISUNA AMBROSE O,TALISUNA AMBROSE O,NAIROBI,EAST AFRICA REG CTR WORLDWIDE ANTIMALARIAL RESISTANCE NETWORK WWARN,KENYA
262,TALISUNA A O,TALISUNA,A O,TALISUNA A O,TALISUNA AMBROSE O,NAIROBI,EAST AFRICA REG CTR WORLDWIDE ANTIMALARIAL RESISTANCE NETWORK WWARN,KENYA
321,OCHOMO E O,OCHOMO,ERIC O,OCHOMO ERIC O,OCHOMO ERIC O,KISUMU,KEMRI CDC RES & PUBL HLTH COLLABORAT,KENYA
321,OCHOMO E,OCHOMO,ERIC,OCHOMO ERIC,OCHOMO ERIC O,KISUMU,KEMRI CDC RES & PUBL HLTH COLLABORAT,KENYA
323,NDUNGO L,NDUNGO,LABAN,NDUNGO LABAN,NDUNGO LABAN,NAIROBI,ESRI EASTERN AFRICA,KENYA
324,CHEGE P,CHEGE,PATRICK,CHEGE PATRICK,CHEGE PATRICK,NAIROBI,ESRI EASTERN AFRICA,KENYA
325,BAYOH N M,BAYOH,NABIE M,BAYOH NABIE M,BAYOH NABIE M,KISUMU,KEMRI CDC RES & PUBL HLTH COLLABORAT,KENYA
325,BAYOH N,BAYOH,NABIE,BAYOH NABIE,BAYOH NABIE M,KISUMU,KEMRI CDC RES & PUBL HLTH COLLABORAT,KENYA
383,BASHRAHEIL M,BASHRAHEIL,MAHFUDH,BASHRAHEIL MAHFUDH,BASHRAHEIL MAHFUDH,KILIFI,KENYA GOVT MED RES CTR,KENYA
383,BASHRAHEIL M,BASHRAHEIL,M,BASHRAHEIL M,BASHRAHEIL MAHFUDH,KILIFI,KENYA GOVT MED RES CTR,KENYA
384,OUMA P,OUMA,PETER,OUMA PETER,OUMA PETER,KISUMU,CTR DIS CONTROL KENYA MED RES INST,KENYA
384,OUMA P,OUMA,P,OUMA P,OUMA PETER,KISUMU,CTR DIS CONTROL KENYA MED RES INST,KENYA
388,KIPKEU C,KIPKEU,CHEMTAI,KIPKEU CHEMTAI,KIPKEU CHEMTAI,NAIROBI,NOVARTIS PHARMA SERV AG AFRICA RE CTR,KENYA
407,KAPULU M,KAPULU,MELISSA,KAPULU MELISSA,KAPULU MELISSA,KILIFI,WELLCOME TRUST RES PROGRAMME KENYA MED RES INST,KENYA
449,OTSYULA N,OTSYULA,NEKOYE,OTSYULA NEKOYE,OTSYULA NEKOYE,NAIROBI,KENYA GOVT MED RES CTR US ARMY MED RES UNIT,KENYA
450,OTIENO K,OTIENO,KEPHAS,OTIENO KEPHAS,OTIENO KEPHAS,KISUMU,CTR DIS CONTROL & PREVENT KENYA MED RES INST,KENYA
451,OTIENO L,OTIENO,LUCAS,OTIENO LUCAS,OTIENO LUCAS,KISUMU,KENYA GOVT MED RES CTR WALTER REED PROJECT,KENYA
451,OTIENO L,OTIENO,L,OTIENO L,OTIENO LUCAS,KISUMU,KENYA GOVT MED RES CTR WALTER REED PROJECT,KENYA
452,ABDALLAH A M,ABDALLAH,AHMED M,ABDALLAH AHMED M,ABDALLAH AHMED M,KILIFI,KEMRI WELLCOME TRUST RES PROGRAMME,KENYA
453,KIMUTAI R,KIMUTAI,ROBERT,KIMUTAI ROBERT,KIMUTAI ROBERT,KILIFI,KEMRI WELLCOME TRUST RES PROGRAMME,KENYA
458,WAITUMBI J,WAITUMBI,JOHN,WAITUMBI JOHN,WAITUMBI JOHN,KISUMU,KENYA GOVT MED RES CTR WALTER REED PROJECT,KENYA
541,MULURE N,MULURE,NATHAN,MULURE NATHAN,MULURE NATHAN,NAIROBI,NOVARTIS PHARMA AG,KENYA
541,MULURE N,MULURE,N,MULURE N,MULURE NATHAN,NAIROBI,NOVARTIS PHARMA AG,KENYA
603,HAMEL M,HAMEL,M,HAMEL M,HAMEL M,KISUMU,KENYA GOVT MED RES CTR MALARIA BRANCH CTR DIS CONTROL & PREVENT,KENYA
603,HAMEL M,HAMEL,MARY,HAMEL MARY,HAMEL M,KISUMU,KENYA GOVT MED RES CTR MALARIA BRANCH CTR DIS CONTROL & PREVENT,KENYA
747,KARIUKI S,KARIUKI,SIMON,KARIUKI SIMON,KARIUKI SIMON,KISUMU,CTR DIS CONTROL & PREVENT KENYA MED RES INST,KENYA
790,ATIELI F,ATIELI,FRANCES,ATIELI FRANCES,ATIELI FRANCES,KISUMU,KENYA GOVT MED RES CTR,KENYA
913,BHUTTA Z A,BHUTTA,ZULFIQAR A,BHUTTA ZULFIQAR A,BHUTTA ZULFIQAR A,NAIROBI,AGA KHAN UNIV MED CTR,KENYA
1053,MOTURI W N,MOTURI,WILKISTER NYAORA,MOTURI WILKISTER NYAORA,MOTURI WILKISTER NYAORA,RIFT VALLEY,EGERTON UNIV EGERTON,KENYA
1065,NEWTON C R,NEWTON,CHARLES R,NEWTON CHARLES R,NEWTON CHARLES R,KILIFI,KENYA MED RES INST WELLCOME TRUST PROGRAMME,KENYA
1307,KATANA A,KATANA,ABRAHAM,KATANA ABRAHAM,KATANA ABRAHAM,KISUMU,KENYA MED RES INST KEMRI CTR GLOBAL HLTH RES,KENYA
1336,SASI P,SASI,PHILIP,SASI PHILIP,SASI PHILIP,KILIFI,KENYA GOVT MED RES CTR,KENYA
1361,CHAVASSE D,CHAVASSE,DESMOND,CHAVASSE DESMOND,CHAVASSE DESMOND,NAIROBI,POPULAT SERV INT MALARIA & CHILD SURVIVAL DEPT,KENYA
1381,MWANGI A,MWANGI,A,MWANGI A,MWANGI A,NAIROBI,UNIV NAIROBI DEPT FOOD TECHNOL & NUTR APPL NUTR PROGRAMME,KENYA
1395,MBOGO C,MBOGO,CHARLES,MBOGO CHARLES,MBOGO CHARLES,KILIFI,KEMRI CTR GEOG MED RES COAST,KENYA
1403,KINYARI T,KINYARI,TERESA,KINYARI TERESA,KINYARI TERESA,NAIROBI,UNIV NAIROBI COLL HLTH SCI SCH MED DEPT MED PHYSIOL,KENYA
1404,NJAGI K,NJAGI,KIAMBO,NJAGI KIAMBO,NJAGI KIAMBO,NAIROBI,MINIST HLTH MALARIA CONTROL UNIT,KENYA
1405,MUTHAMI L,MUTHAMI,LAWRENCE,MUTHAMI LAWRENCE,MUTHAMI LAWRENCE,NAIROBI,KEMRI CTR PUBL HLTH RES,KENYA
1408,KAMAU L,KAMAU,LUNA,KAMAU LUNA,KAMAU LUNA,NAIROBI,KEMRI CTR BIOTECHNOL & RES DEV,KENYA
1409,MATHENGE E,MATHENGE,EVAN,MATHENGE EVAN,MATHENGE EVAN,NAIROBI,KEMRI EASTERN & SOUTHERN AFRICA CTR INT PARASITE,KENYA
1473,TONNANG H E Z,TONNANG,HENRI E Z,TONNANG HENRI E Z,TONNANG H E Z,NAIROBI,INT CTR INSECT PHYSIOL & ECOL ICIPE,KENYA
1474,TCHOUASSI D P,TCHOUASSI,DAVID P,TCHOUASSI DAVID P,TCHOUASSI D P,NAIROBI,INT CTR INSECT PHYSIOL & ECOL ICIPE,KENYA
1475,IGWETA L K,IGWETA,LILIAN K,IGWETA LILIAN K,IGWETA L K,NAIROBI,INT CTR INSECT PHYSIOL & ECOL ICIPE,KENYA
1772,GATAKAA H,GATAKAA,HELLEN,GATAKAA HELLEN,GATAKAA H,NAIROBI,POPULAT SERV INT  MALARIA & CHILD SURVIVAL DEPT,KENYA
1773,POYER S,POYER,STEPHEN,POYER STEPHEN,POYER S,NAIROBI,POPULAT SERV INT  MALARIA & CHILD SURVIVAL DEPT,KENYA
1774,NJOGU J,NJOGU,JULIUS,NJOGU JULIUS,NJOGU J,NAIROBI,POPULAT SERV INT  MALARIA & CHILD SURVIVAL DEPT,KENYA
1775,EVANCE I,EVANCE,ILLAH,EVANCE ILLAH,EVANCE I,NAIROBI,POPULAT SERV INT  MALARIA & CHILD SURVIVAL DEPT,KENYA
1776,MUNROE E,MUNROE,ERIK,MUNROE ERIK,MUNROE E,NAIROBI,POPULAT SERV INT  MALARIA & CHILD SURVIVAL DEPT,KENYA
1777,SOLOMON T,SOLOMON,TSIONE,SOLOMON TSIONE,SOLOMON T,NAIROBI,POPULAT SERV INT  MALARIA & CHILD SURVIVAL DEPT,KENYA
