Cluster ID,confidence_score,Id,init_name,last_name,first_name,affiliation,city,country,canonical_city,canonical_first_name,canonical_last_name,canonical_country,canonical_affiliation,canonical_init_name,canonical_Id 
218,1.0,311,CHARURAT M,CHARURAT,MANHATTAN,,,,abuja,manhattan,charurat,nigeria,inst human virol nigeria ihvn,charurat m,311
218,1.0,312,CHARURAT M,CHARURAT,MANHATTAN,Inst Human Virol Nigeria IHVN,Abuja,Nigeria,abuja,manhattan,charurat,nigeria,inst human virol nigeria ihvn,charurat m,311
2,0.84749151584578719,313,ZANNOU M D,ZANNOU,MARCEL D,CHNU Cotonou  Ctr Prise Charge Personnes Vivant Avec VIH,Cotonou,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
221,0.99999936421712243,314,EHOLIE S P,EHOLIE,SERGE P,,,,abidjan,serge paul,eholie,cote ivoire,chu treichville serv malad infect & trop,eholie s p,315
221,0.99999875823656714,315,EHOLIE S P,EHOLIE,SERGE P,CHU Treichville  SMIT,Abidjan,Cote Ivoire,abidjan,serge paul,eholie,cote ivoire,chu treichville serv malad infect & trop,eholie s p,315
222,0.99999998509883881,316,SASCO A J,SASCO,ANNIE J,Univ Bordeaux  ISPED  Ctr INSERM  Epidemiol Biostat U897,F-33000 Bordeaux,France,bordeaux,annie j,sasco,france,univ bordeaux isped ctr inserm epidemiol biostat u897,sasco a j,316
222,0.99999998509883881,317,SASCO A J,SASCO,ANNIE J,INSERM  ISPED  Ctr INSERM  Epidemiol Biostat U897,F-33000 Bordeaux,France,bordeaux,annie j,sasco,france,univ bordeaux isped ctr inserm epidemiol biostat u897,sasco a j,316
224,0.99999997019767761,318,BISSAGNENE E,BISSAGNENE,EMMANUEL,,,,abidjan,emmanuel,bissagnene,cote ivoire,chu treichville serv malad infect & trop,bissagnene e,1177
224,0.9999999304612478,319,BISSAGNENE E,BISSAGNENE,EMMANUEL,CHU Treichville  SMIT,Abidjan,Cote Ivoire,abidjan,emmanuel,bissagnene,cote ivoire,chu treichville serv malad infect & trop,bissagnene e,1177
225,1.0,320,ADEBAMOWO C,ADEBAMOWO,CLEMENT,,,,abuja,clement,adebamowo,nigeria,inst human virol nigeria ihvn,adebamowo c,320
225,1.0,321,ADEBAMOWO C,ADEBAMOWO,CLEMENT,Inst Human Virol Nigeria IHVN,Abuja,Nigeria,abuja,clement,adebamowo,nigeria,inst human virol nigeria ihvn,adebamowo c,320
118,0.99999999649384441,322,DABIS F,DABIS,FRANCOIS,Univ Bordeaux  ISPED  Ctr INSERM  Epidemiol Biostat U897,F-33000 Bordeaux,France,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
118,0.99999999649384441,323,DABIS F,DABIS,FRANCOIS,INSERM  ISPED  Ctr INSERM  Epidemiol Biostat U897,F-33000 Bordeaux,France,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
131,0.99999785423278809,324,FOURCADE C,FOURCADE,CAMILLE,Inst Rech Dev  UMR 216,Paris,France,paris,camille,fourcade,france,univ paris 05 fac pharm,fourcade c,324
131,0.99999835093816125,325,FOURCADE C,FOURCADE,CAMILLE,Univ Paris 05  Fac Pharm,Paris,France,paris,camille,fourcade,france,univ paris 05 fac pharm,fourcade c,324
358,,326,TARONBROCARD C,TARONBROCARD,CLEMENT,,,,,,,,,,
227,1.0,327,PORCHER R,PORCHER,RAPHAEL,,,,paris,raphael,porcher,france,hop st louis inserm u717,porcher r,327
227,1.0,328,PORCHER R,PORCHER,RAPHAEL,Hop St Louis  INSERM  U717,Paris,France,paris,raphael,porcher,france,hop st louis inserm u717,porcher r,327
158,0.99999997019767761,329,KOMONGUI D G,KOMONGUI,DIDIER G,Hop Mere & Enfant Lagune  Gynecol Serv,Cotonou,Benin,cotonou,didier g,komongui,benin,hop mere & enfant lagune serv gynecol obstet,komongui d g,214
229,0.99999996026357019,330,NDAM N T,NDAM,NICAISE T,Inst Rech Dev  UMR 216,Paris,France,paris,nicaise t,ndam,france,inst rech dev umr 216 mere & enfant face infect trop,ndam n t,330
229,0.99999996026357019,331,NDAM N T,NDAM,NICAISE T,Univ Paris 05  Fac Pharm,Paris,France,paris,nicaise t,ndam,france,inst rech dev umr 216 mere & enfant face infect trop,ndam n t,330
138,0.99999994891030453,332,COT M,COT,MICHEL,Inst Rech Dev  UMR 216,Paris,France,paris,michel,cot,france,inst rech dev umr 216 mere & enfant face infect trop,cot m,182
138,0.99999994891030453,333,COT M,COT,MICHEL,Univ Paris 05  Fac Pharm,Paris,France,paris,michel,cot,france,inst rech dev umr 216 mere & enfant face infect trop,cot m,182
359,,334,BEHANZIN T,BEHANZIN,T,,,,,,,,,,
360,,335,LANTONKPODE A,LANTONKPODE,A,,,,,,,,,,
361,,336,LANTONHEDJRA P,LANTONHEDJRA,P,,,,,,,,,,
362,,337,AHOUANVOEKE L,AHOUANVOEKE,L,,,,,,,,,,
363,,338,GUEZODJE P A,GUEZODJE,PA,,,,,,,,,,
364,,339,ADEBAYO A,ADEBAYO,ALASSANI,Ctr Hosp Univ Dept Borgou Alibori,Parakou,Benin,,,,,,,
365,,340,ALBERT D C,ALBERT,DOVONOU COMLAN,Ctr Hosp Univ Dept Borgou Alibori,Parakou,Benin,,,,,,,
238,1.0,341,ERICIE S,ERICIE,SOSSOU,,,,abomey calavi,sossou,ericie,benin,uac cotonou fac sci sante,ericie s,341
238,1.0,342,ERICIE S,ERICIE,SOSSOU,UAC Cotonou  Fac Sci Sante,Abomey Calavi,Benin,abomey calavi,sossou,ericie,benin,uac cotonou fac sci sante,ericie s,341
366,,343,ANGELO A C,ANGELO,ATTINSOUNON COSSI,Ctr Hosp Univ Dept Borgou Alibori,Parakou,Benin,,,,,,,
241,1.0,344,JULES G,JULES,GNINKOUN,,,,cotonou,gninkoun,jules,benin,ctr natl hosp univ hubert koutoucou maga,jules g,344
241,1.0,345,JULES G,JULES,GNINKOUN,Ctr Natl Hosp Univ Hubert Koutoucou Maga,Cotonou,Benin,cotonou,gninkoun,jules,benin,ctr natl hosp univ hubert koutoucou maga,jules g,344
243,1.0,346,ARMAND W,ARMAND,WANVOEGBE,,,,porto novo,wanvoegbe,armand,benin,ctr hosp univ dept oueme plateau,armand w,346
243,1.0,347,ARMAND W,ARMAND,WANVOEGBE,Ctr Hosp Univ Dept Oueme Plateau,Porto Novo,Benin,porto novo,wanvoegbe,armand,benin,ctr hosp univ dept oueme plateau,armand w,346
367,,348,SERAPHIN A,SERAPHIN,AHOUI,Ctr Hosp Univ Dept Borgou Alibori,Parakou,Benin,,,,,,,
368,,349,LEOPOLD C,LEOPOLD,CODJO,Ctr Hosp Univ Dept Borgou Alibori,Parakou,Benin,,,,,,,
246,1.0,350,GABRIEL A,GABRIEL,ADE,,,,cotonou,ade,gabriel,benin,ctr natl hosp univ hubert koutoucou maga,gabriel a,350
246,1.0,351,GABRIEL A,GABRIEL,ADE,Ctr Natl Hosp Univ Hubert Koutoucou Maga,Cotonou,Benin,cotonou,ade,gabriel,benin,ctr natl hosp univ hubert koutoucou maga,gabriel a,350
248,0.9999956488609314,352,BATONA G,BATONA,GEORGES,Ctr Hosp Univ Quebec  Res Ctr  Axe Sante Populat & Prat Optimales Sante  Quebec City,PQ,Canada,pq,georges,batona,canada,ctr hosp univ quebec res ctr axe sante populat & prat optimales sante quebec city,batona g,742
248,0.99999613761901851,353,BATONA G,BATONA,GEORGES,Univ Laval  Fac Nursing  Quebec City,PQ,Canada,pq,georges,batona,canada,ctr hosp univ quebec res ctr axe sante populat & prat optimales sante quebec city,batona g,742
369,,354,GAGNON M P,GAGNON,MARIEPIERRE,,,,,,,,,,
370,,355,SIMONYAN D A,SIMONYAN,DAVID A,Ctr Hosp Univ Quebec  Res Ctr  Axe Sante Populat & Prat Optimales Sante  Quebec City,PQ,Canada,,,,,,,
250,0.99998342990875244,356,GUEDOU F A,GUEDOU,FERNAND A,Ctr Hosp Univ Quebec  Res Ctr  Axe Sante Populat & Prat Optimales Sante  Quebec City,PQ,Canada,pq,fernand a,guedou,canada,ctr hosp univ quebec res ctr axe sante populat & prat optimales sante quebec city,guedou f a,712
250,0.99997856616973879,357,GUEDOU F A,GUEDOU,FERNAND A,Dispensaire IST  Ctr Sante Cotonou 1,Cotonou,Benin,pq,fernand a,guedou,canada,ctr hosp univ quebec res ctr axe sante populat & prat optimales sante quebec city,guedou f a,712
43,0.99999993217402494,358,ALARY M,ALARY,MICHEL,Ctr Hosp Univ Quebec  Res Ctr  Axe Sante Populat & Prat Optimales Sante  Quebec City,PQ,Canada,pq,michel,alary,canada,univ laval quebec city,alary m,54
43,0.99999993217402494,359,ALARY M,ALARY,MICHEL,Univ Laval  Dept Social & Prevent Med  Quebec City,PQ,Canada,pq,michel,alary,canada,univ laval quebec city,alary m,54
371,,360,DIEUDONNE E S G,DIEUDONNE,E S G,,,,,,,,,,
372,,361,LAMBERT M R,LAMBERT,M R,,,,,,,,,,
153,0.99999997019767761,362,BRIAND V,BRIAND,VALERIE,Inst Rech Dev  UMR 216,Paris,France,paris,valerie,briand,france,fac pharm ird umr 216,briand v,205
2,0.87972840303327982,363,ZANNOU D M,ZANNOU,DJIMON M,Ctr Natl Hosp Univ Hubert Koutoukou Maga  Ctr Traitement Ambulatoire,Cotonou,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
2,0.96675305686345914,364,ZANNOU D M,ZANNOU,DJIMON M,Univ Abomey Calavi  Fac Sci Sante,Abomey Calavi,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
373,,365,JOHNSON R C,JOHNSON,ROCH C,Buruli Ulcer Natl Control Program Cotonou,Cotonou,Benin,,,,,,,
256,1.0,366,NACKERS F,NACKERS,FABIENNE,,,,brussels,fabienne,nackers,belgium,catholic univ louvain epidemiol unit,nackers f,366
256,1.0,367,NACKERS F,NACKERS,FABIENNE,Catholic Univ Louvain  Epidemiol Unit,Brussels,Belgium,brussels,fabienne,nackers,belgium,catholic univ louvain epidemiol unit,nackers f,366
257,1.0,368,GLYNN J R,GLYNN,JUDITH R,,,,london,judith r,glynn,england,london sch hyg & trop med infectious dis epidemiol unit,glynn j r,368
257,1.0,369,GLYNN J R,GLYNN,JUDITH R,London Sch Hyg & Trop Med  Infectious Dis Epidemiol Unit,London,England,london,judith r,glynn,england,london sch hyg & trop med infectious dis epidemiol unit,glynn j r,368
259,1.0,370,BAKEDANO E D,BAKEDANO,ELISA DE BIURRUN,,,,b-2000 antwerp,elisa de biurrun,bakedano,belgium,inst trop med dept microbiol mycobacteriol unit,bakedano e d,370
259,1.0,371,BAKEDANO E D,BAKEDANO,ELISA DE BIURRUN,Inst Trop Med  Dept Microbiol  Mycobacteriol Unit,B-2000 Antwerp,Belgium,b-2000 antwerp,elisa de biurrun,bakedano,belgium,inst trop med dept microbiol mycobacteriol unit,bakedano e d,370
260,0.99998348951339722,372,ZINSOU C,ZINSOU,CLAUDE,Buruli Ulcer Natl Control Program Cotonou,Cotonou,Benin,cotonou,claude,zinsou,benin,populat serv int,zinsou c,372
260,0.99999539057413733,373,ZINSOU C,ZINSOU,CLAUDE,Ctr Sanitaire & Nutr Gbemoten,Zagnanado,Benin,cotonou,claude,zinsou,benin,populat serv int,zinsou c,372
262,1.0,374,AGUIAR J,AGUIAR,JULIA,,,,zagnanado,julia,aguiar,benin,ctr sanitaire & nutr gbemoten,aguiar j,374
262,1.0,375,AGUIAR J,AGUIAR,JULIA,Ctr Sanitaire & Nutr Gbemoten,Zagnanado,Benin,zagnanado,julia,aguiar,benin,ctr sanitaire & nutr gbemoten,aguiar j,374
263,1.0,376,TONGLET R,TONGLET,RENE,,,,brussels,rene,tonglet,belgium,catholic univ louvain epidemiol unit,tonglet r,376
263,1.0,377,TONGLET R,TONGLET,RENE,Catholic Univ Louvain  Epidemiol Unit,Brussels,Belgium,brussels,rene,tonglet,belgium,catholic univ louvain epidemiol unit,tonglet r,376
264,1.0,378,PORTAELS F,PORTAELS,FRANCOISE,,,,b-2000 antwerp,francoise,portaels,belgium,inst trop med dept microbiol mycobacteriol unit,portaels f,378
264,1.0,379,PORTAELS F,PORTAELS,FRANCOISE,Inst Trop Med  Dept Microbiol  Mycobacteriol Unit,B-2000 Antwerp,Belgium,b-2000 antwerp,francoise,portaels,belgium,inst trop med dept microbiol mycobacteriol unit,portaels f,378
374,,380,MARGUERITE B N,MARGUERITE,B N,,,,,,,,,,
375,,381,AMOUR B A,AMOUR,B A,,,,,,,,,,
376,,382,ADITE A,ADITE,A,,,,,,,,,,
377,,383,WINEMILLER K O,WINEMILLER,KO,,,,,,,,,,
378,,384,FIOGBE E D,FIOGBE,ED,,,,,,,,,,
379,,385,WILLIAMS J R,WILLIAMS,JOHN R,Univ London Imperial Coll Sci Technol & Med  Sch Publ Hlth,London,England,,,,,,,
43,0.99999999588933486,386,ALARY M,ALARY,MICHEL,Univ Laval  Fac Med  Dept Med Sociale & Prevent  Ctr Hosp Univ Quebec Unite Rech Sante Populat  Quebec City,PQ G1K 7P4,Canada,pq,michel,alary,canada,univ laval quebec city,alary m,54
268,0.99999988079071045,387,LOWNDES C M,LOWNDES,CATHERINE M,,,,london wc1,catherine m,lowndes,england,hlth protect agcy,lowndes c m,781
268,0.98924820423126225,388,LOWNDES C M,LOWNDES,CATHERINE M,London Sch Hyg & Trop Med,London WC1,England,london wc1,catherine m,lowndes,england,hlth protect agcy,lowndes c m,781
268,0.9996147692203522,389,LOWNDES C M,LOWNDES,CATHERINE M,Publ Hlth England  Ctr Infect Dis Surveillance & Control,London,England,london wc1,catherine m,lowndes,england,hlth protect agcy,lowndes c m,781
270,0.9999999925494194,390,BEHANZIN L,BEHANZIN,LUC,,,,pq,luc,behanzin,canada,univ laval fac med dept med sociale & prevent ctr hosp univ quebec unite rech sante populat quebec city,behanzin l,707
270,1.0,391,BEHANZIN L,BEHANZIN,LUC,Univ Laval  Fac Med  Dept Med Sociale & Prevent  Ctr Hosp Univ Quebec Unite Rech Sante Populat  Quebec City,PQ G1K 7P4,Canada,pq,luc,behanzin,canada,univ laval fac med dept med sociale & prevent ctr hosp univ quebec unite rech sante populat quebec city,behanzin l,707
37,0.98759847217135954,392,ANAGONOU S,ANAGONOU,SEVERIN,,,,cotonou,severin,anagonou,benin,ctr natl hosp univ,anagonou s,43
37,0.98096231619517005,393,ANAGONOU S,ANAGONOU,SEVERIN,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin,cotonou,severin,anagonou,benin,ctr natl hosp univ,anagonou s,43
37,0.97902850972281563,394,ANAGONOU S,ANAGONOU,SEVERIN,Ctr Natl Hosp Univ,Cotonou,Benin,cotonou,severin,anagonou,benin,ctr natl hosp univ,anagonou s,43
273,0.99999997019767761,395,NDOUR M,NDOUR,MARGUERITE,,,,cotonou,marguerite,ndour,benin,populat serv int,ndour m,395
273,0.99999997019767761,396,NDOUR M,NDOUR,MARGUERITE,Populat Serv Int,Cotonou,Benin,cotonou,marguerite,ndour,benin,populat serv int,ndour m,395
274,0.99999998013178504,397,MINANI I,MINANI,ISAAC,,,,cotonou,isaac,minani,benin,dispensaire ist,minani i,667
274,0.99999994039535522,398,MINANI I,MINANI,ISAAC,Dispensaire Infect Sexuellement Transmissibles,Cotonou,Benin,cotonou,isaac,minani,benin,dispensaire ist,minani i,667
275,0.99999997019767761,399,AHOUSSINOU C,AHOUSSINOU,CLEMENT,,,,cotonou,clement,ahoussinou,benin,programme natl lutte sida & ist,ahoussinou c,888
275,0.99999994039535522,400,AHOUSSINOU C,AHOUSSINOU,CLEMENT,Programme Natl Lutte Syndrome Immunodeficience Ac,Cotonou,Benin,cotonou,clement,ahoussinou,benin,programme natl lutte sida & ist,ahoussinou c,888
380,,401,BOILY M C,BOILY,MARIECLAUDE,,,,,,,,,,
276,1.0,402,ABO Y,ABO,YAO,Ctr Hosp Univ CHU Treichville  Programme PAC CI,Abidjan 18,Cote Ivoire,abidjan 18,yao,abo,cote ivoire,ctr hosp univ chu treichville programme pac ci,abo y,402
276,1.0,403,ABO Y,ABO,YAO,Ctr Natl Transfus Sanguine  Ctr Med Suivi Donneurs Sang,Abidjan,Cote Ivoire,abidjan 18,yao,abo,cote ivoire,ctr hosp univ chu treichville programme pac ci,abo y,402
277,1.0,404,DJIMON M Z,DJIMON,MARCEL ZANNOU,,,,cotonou,marcel zannou,djimon,benin,ctr natl hosp univ ctr traitement ambulatoire,djimon m z,404
277,0.99999997019767761,405,DJIMON M Z,DJIMON,MARCEL ZANNOU,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,cotonou,marcel zannou,djimon,benin,ctr natl hosp univ ctr traitement ambulatoire,djimon m z,404
277,0.99999997019767761,406,DJIMON M Z,DJIMON,MARCEL ZANNOU,Univ Abomey Calavi,Cotonou,Benin,cotonou,marcel zannou,djimon,benin,ctr natl hosp univ ctr traitement ambulatoire,djimon m z,404
278,0.99999997019767761,407,MESSOU E,MESSOU,EUGENE,,,,abidjan,eugene,messou,cote ivoire,aconda ctr prise charge rech & format,messou e,407
278,0.99999908606211341,408,MESSOU E,MESSOU,EUGENE,Univ Bordeaux  ISPED,Bordeaux,France,abidjan,eugene,messou,cote ivoire,aconda ctr prise charge rech & format,messou e,407
278,0.99999981125195825,409,MESSOU E,MESSOU,EUGENE,Ctr Prise Charge Rech & Format Aconda CePReF,Abidjan,Cote Ivoire,abidjan,eugene,messou,cote ivoire,aconda ctr prise charge rech & format,messou e,407
108,0.9999999925494194,410,BALESTRE E,BALESTRE,ERIC,,,,bordeaux,eric,balestre,france,univ bordeaux isped ctr inserm epidemiol biostat u897,balestre e,1164
108,0.99999994784593582,411,BALESTRE E,BALESTRE,ERIC,INSERM  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,eric,balestre,france,univ bordeaux isped ctr inserm epidemiol biostat u897,balestre e,1164
108,0.99999994784593582,412,BALESTRE E,BALESTRE,ERIC,Univ Bordeaux  ISPED,Bordeaux,France,bordeaux,eric,balestre,france,univ bordeaux isped ctr inserm epidemiol biostat u897,balestre e,1164
280,1.0,413,KOUAKOU M,KOUAKOU,MARTIAL,,,,abidjan,martial,kouakou,cote ivoire,ctr prise charge rech & format aconda cepref,kouakou m,413
280,1.0,414,KOUAKOU M,KOUAKOU,MARTIAL,Ctr Prise Charge Rech & Format Aconda CePReF,Abidjan,Cote Ivoire,abidjan,martial,kouakou,cote ivoire,ctr prise charge rech & format aconda cepref,kouakou m,413
5,0.99999915636502779,415,AKAKPO J,AKAKPO,JOCELYN,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,cotonou,jocelyn,akakpo,benin,ctr natl hosp,akakpo j,7
6,0.99999995231628414,416,AHOUADA C,AHOUADA,CARIN,,,,cotonou,c,ahouada,benin,cta,ahouada c,8
6,0.99999991655349729,417,AHOUADA C,AHOUADA,CARIN,Ctr Natl Hosp Univ  Ctr Traitement Ambulatoire,Cotonou,Benin,cotonou,c,ahouada,benin,cta,ahouada c,8
282,1.0,418,DE REKENEIRE N,DE REKENEIRE,NATHALIE,,,,bordeaux,nathalie,de rekeneire,france,inserm ctr inserm epidemiol biostat u897,de rekeneire n,418
282,0.99999997019767761,419,DE REKENEIRE N,DE REKENEIRE,NATHALIE,INSERM  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,nathalie,de rekeneire,france,inserm ctr inserm epidemiol biostat u897,de rekeneire n,418
282,0.99999997019767761,420,DE REKENEIRE N,DE REKENEIRE,NATHALIE,Univ Bordeaux  ISPED,Bordeaux,France,bordeaux,nathalie,de rekeneire,france,inserm ctr inserm epidemiol biostat u897,de rekeneire n,418
118,0.99999999298768882,421,DABIS F,DABIS,FRANCOIS,,,,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
118,0.99999996844459982,422,DABIS F,DABIS,FRANCOIS,INSERM  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
118,0.99999996493844423,423,DABIS F,DABIS,FRANCOIS,Univ Bordeaux  ISPED,Bordeaux,France,bordeaux,francois,dabis,france,univ bordeaux isped ctr inserm epidemiol biostat u897,dabis f,1231
284,1.0,424,LEWDEN C,LEWDEN,CHARLOTTE,,,,bordeaux,charlotte,lewden,france,univ bordeaux isped ctr inserm u897,lewden c,497
284,0.99999995742525372,425,LEWDEN C,LEWDEN,CHARLOTTE,INSERM  Ctr INSERM Epidemiol Biostat U897,Bordeaux,France,bordeaux,charlotte,lewden,france,univ bordeaux isped ctr inserm u897,lewden c,497
284,0.99999995742525372,426,LEWDEN C,LEWDEN,CHARLOTTE,Univ Bordeaux  ISPED,Bordeaux,France,bordeaux,charlotte,lewden,france,univ bordeaux isped ctr inserm u897,lewden c,497
109,0.99999997764825821,427,MINGA A,MINGA,ALBERT,Ctr Hosp Univ CHU Treichville  Programme PAC CI,Abidjan 18,Cote Ivoire,abidjan,albert,minga,cote ivoire,cmsds,minga a,1226
109,0.99999994039535522,428,MINGA A,MINGA,ALBERT,Ctr Natl Transfus Sanguine  Ctr Med Suivi Donneurs Sang,Abidjan,Cote Ivoire,abidjan,albert,minga,cote ivoire,cmsds,minga a,1226
381,,429,HSU J,HSU,JUSTINE,London Sch Hyg & Trop Med,London WC1,England,,,,,,,
260,0.99999078114827478,430,ZINSOU C,ZINSOU,CYPRIEN,,,,cotonou,claude,zinsou,benin,populat serv int,zinsou c,372
260,0.99998809893925988,431,ZINSOU C,ZINSOU,CYPRIEN,Populat Serv Int,Cotonou,Benin,cotonou,claude,zinsou,benin,populat serv int,zinsou c,372
382,,432,PARKHURST J,PARKHURST,JUSTIN,London Sch Hyg & Trop Med,London WC1,England,,,,,,,
288,1.0,433,FOYET L,FOYET,LEGER,,,,cotonou,leger,foyet,benin,populat serv int,foyet l,433
288,1.0,434,FOYET L,FOYET,LEGER,Populat Serv Int,Cotonou,Benin,cotonou,leger,foyet,benin,populat serv int,foyet l,433
290,1.0,435,MUELLER D H,MUELLER,DIRK H,London Sch Hyg & Trop Med,London WC1,England,london wc1,dirk h,mueller,england,london sch hyg & trop med,mueller d h,435
290,1.0,436,MUELLER D H,MUELLER,DIRK H,KfW German Dev Bank,Frankfurt,Germany,london wc1,dirk h,mueller,england,london sch hyg & trop med,mueller d h,435
268,0.99999946355819702,437,LOWNDES C M,LOWNDES,C M,,,,london wc1,catherine m,lowndes,england,hlth protect agcy,lowndes c m,781
383,,438,GNINTOUNGBE C,GNINTOUNGBE,C,,,,,,,,,,
384,,439,BELLEAU M,BELLEAU,M,,,,,,,,,,
385,,440,MUKENGE L,MUKENGE,L,,,,,,,,,,
273,0.99999994039535522,441,NDOUR M,NDOUR,M,,,,cotonou,marguerite,ndour,benin,populat serv int,ndour m,395
386,,442,GBAGUIDI A,GBAGUIDI,A,,,,,,,,,,
295,0.99999995529651642,443,BEDARD E,BEDARD,E,,,,pq,emmanuelle,bedard,canada,univ quebec rimouski dept sci infirmieres levis,bedard e,837
387,,444,JOSSOU P,JOSSOU,P,,,,,,,,,,
388,,445,LAFIA E,LAFIA,E,,,,,,,,,,
389,,446,BAGANIZI E,BAGANIZI,E,,,,,,,,,,
390,,447,JOLY J,JOLY,J,,,,,,,,,,
391,,448,IBITOKOU S A,IBITOKOU,SAMAD A,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin,,,,,,,
392,,449,EZINMEGNON S,EZINMEGNON,SEM,,,,,,,,,,
393,,450,LADEKPO R,LADEKPO,RODOLPHE,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin,,,,,,,
394,,451,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi  CERPAGE  Fac Sci Sante,Abomey Calavi,Benin,,,,,,,
138,0.99999998297010151,452,COT M,COT,MICHEL,,,,paris,michel,cot,france,inst rech dev umr 216 mere & enfant face infect trop,cot m,182
138,0.99999994891030453,453,COT M,COT,MICHEL,Inst Rech Dev  UMR 216  Mere & Enfant Face Infect Trop,Paris,France,paris,michel,cot,france,inst rech dev umr 216 mere & enfant face infect trop,cot m,182
299,1.0,454,LUTY A J F,LUTY,ADRIAN J F,,,,paris,adrian j f,luty,france,inst rech dev umr 216 mere & enfant face infect trop,luty a j f,454
299,1.0,455,LUTY A J F,LUTY,ADRIAN J F,Inst Rech Dev  UMR 216  Mere & Enfant Face Infect Trop,Paris,France,paris,adrian j f,luty,france,inst rech dev umr 216 mere & enfant face infect trop,luty a j f,454
229,1.0,456,NDAM N T,NDAM,NICAISE TUIKUE,,,,paris,nicaise t,ndam,france,inst rech dev umr 216 mere & enfant face infect trop,ndam n t,330
229,0.99999996026357019,457,NDAM N T,NDAM,NICAISE TUIKUE,Inst Rech Dev  UMR 216  Mere & Enfant Face Infect Trop,Paris,France,paris,nicaise t,ndam,france,inst rech dev umr 216 mere & enfant face infect trop,ndam n t,330
7,0.99999996594020302,458,BASHI J,BASHI,J,,,,cotonou,j,bashi,benin,pnls,bashi j,1219
7,0.99999993188040592,459,BASHI J,BASHI,J,CHNU  Ctr Prise Charge Personnes Vivant Avec VIH,Cotonou,Benin,cotonou,j,bashi,benin,pnls,bashi j,1219
108,0.99999990314245224,460,BALESTRE E,BALESTRE,E,Univ Victor Segalen  INSERM  U897,Bordeaux,France,bordeaux,eric,balestre,france,univ bordeaux isped ctr inserm epidemiol biostat u897,balestre e,1164
278,0.99999996026357019,461,MESSOU E,MESSOU,E,,,,abidjan,eugene,messou,cote ivoire,aconda ctr prise charge rech & format,messou e,407
278,0.99999962250391639,462,MESSOU E,MESSOU,E,ACONDA CePReF,Abidjan,Cote Ivoire,abidjan,eugene,messou,cote ivoire,aconda ctr prise charge rech & format,messou e,407
301,0.99999996026357019,463,MAIGA M,MAIGA,M,,,,bamako,m,maiga,mali,hop gabriel toure serv hepatogastroenterol,maiga m,463
301,0.99999994039535522,464,MAIGA M,MAIGA,M,Hop Gabriel Toure  Serv Hepatogastroenterol,Bamako,Mali,bamako,m,maiga,mali,hop gabriel toure serv hepatogastroenterol,maiga m,463
67,0.99998376766840613,465,COFFIE P A,COFFIE,P A,Univ Victor Segalen  INSERM  U897,Bordeaux,France,abidjan,patrick a,coffie,cote ivoire,bur reg ledea w africa programme pacci,coffie p a,465
67,0.99999862909317017,466,COFFIE P A,COFFIE,P A,Bur Reg leDEA W Africa  Programme PACCI,Abidjan,Cote Ivoire,abidjan,patrick a,coffie,cote ivoire,bur reg ledea w africa programme pacci,coffie p a,465
2,0.99518544208712689,467,ZANNOU D M,ZANNOU,D M,,,,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
2,0.96710174694293882,468,ZANNOU D M,ZANNOU,D M,CHNU  Ctr Prise Charge Personnes Vivant Avec VIH,Cotonou,Benin,cotonou,djimon marcel,zannou,benin,cta,zannou d m,4
395,,469,BAGOMIS O,BAGOMIS,O,,,,,,,,,,
303,0.99999982118606567,470,TRAORE H A,TRAORE,H A,,,,bamako,h a,traore,mali,hop point g ctr prise charge personnes vivant avec vih,traore h a,625
303,0.99999961256980896,471,TRAORE H A,TRAORE,H A,Hop point G  Ctr Prise Charge Personnes Vivant Avec VIH,Bamako,Mali,bamako,h a,traore,mali,hop point g ctr prise charge personnes vivant avec vih,traore h a,625
220,0.99999995529651642,472,EHOLIE S,EHOLIE,S,,,,abidjan,serge,eholie,cote ivoire,chu treichville smit,eholie s,472
220,0.99999994039535522,473,EHOLIE S,EHOLIE,S,CHU Treichville  SMIT,Abidjan,Cote Ivoire,abidjan,serge,eholie,cote ivoire,chu treichville smit,eholie s,472
